SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Total travel time (min),Travel time decile
21501139310,4.6507,Mt Gambier,98634.1709,79.5,10
21501139401,3.1243,Horsham,55124.63719,40.8,10
21501139402,1182.6368,Horsham,54719.8255,41.2,10
21501139403,707.2372,Horsham,71636.81391,58.2,10
21501139404,1983.9925,Horsham,105291.881,84.1,10
21501139405,0.8809,Horsham,53937.89124,43,10
21501139406,1.1643,Horsham,53522.45236,39.1,10
21501139407,0.8029,Horsham,53014.83918,41.8,10
21501139408,0.5059,Horsham,53684.06916,41.8,10
21501139409,1.676,Horsham,44806.22026,37.6,10
21501139410,1.3576,Horsham,26914.28236,25.3,9
21501139411,1.7577,Horsham,25872.76832,23.5,9
21501139412,1.3937,Horsham,39858.67475,35.5,10
21501139413,412.7574,Stawell,47879.67473,41,10
21501139414,472.8934,Horsham,27462.87324,27.3,9
21501139415,662.7922,Horsham,47697.84906,45.4,10
21501139416,1.72,Horsham,111197.3282,81.9,10
21501139417,1.2569,Swan Hill,89365.42683,72.2,10
21501139418,1.0875,Horsham,88236.05766,64.6,10
21501139419,1698.5169,Swan Hill,105828.2796,88.2,10
21501139420,0.5023,Horsham,54239.53105,41.8,10
21501139421,1.5252,Horsham,109444.2609,79.5,10
21502139501,0.8699,Mildura,4244.674078,10.1,5
21502139502,17.0664,Mildura,9460.7737,15.5,8
21502139503,3.9025,Mildura,7335.615138,15.2,8
21502139504,4.8775,Mildura,5767.618154,11.6,6
21502139505,0.2265,Mildura,5568.025404,12.4,7
21502139506,10.482,Mildura,8342.145772,13,7
21502139507,0.4042,Mildura,5355.382061,11.3,6
21502139508,0.3238,Mildura,4920.736159,11.5,6
21502139509,3.6893,Mildura,7223.785906,10.3,5
21502139511,0.9976,Mildura,6435.324654,9.8,5
21502139512,0.7912,Mildura,7413.517356,11.8,6
21502139513,4.4529,Mildura,5181.694938,9.7,5
21502139514,0.2024,Mildura,4937.260809,10.4,6
21502139515,1.0653,Mildura,5531.746377,12.1,7
21502139516,6.0331,Mildura,8613.635226,15.6,8
21502139517,1.7406,Mildura,3350.542703,7.7,3
21502139518,8.314,Mildura,10073.7436,15.2,8
21502139519,7.8619,Mildura,7603.793701,11.3,6
21502139520,0.8674,Mildura,3734.136471,9.4,5
21502139521,4.2454,Mildura,4140.727281,8.1,4
21502139522,9.8807,Mildura,4833.642219,9.6,5
21502139601,0.4102,Mildura,8138.706778,11.5,6
21502139602,6.5771,Mildura,14306.46063,18.2,9
21502139603,10.68,Mildura,10996.8956,16.2,8
21502139604,19.0359,Mildura,11300.72698,14.9,8
21502139605,37.2446,Mildura,13523.23977,15.1,8
21502139606,4.6987,Mildura,7330.507201,12,7
21502139607,4.9247,Mildura,7650.203285,12.9,7
21502139608,0.2821,Mildura,9314.181905,13.6,7
21502139609,7.4849,Mildura,9187.976782,13.2,7
21502139610,1.385,Mildura,9434.041714,13.9,8
21502139611,0.6278,Mildura,10087.75657,14,8
21502139612,0.3685,Mildura,9369.030279,13.4,7
21502139613,0.6625,Mildura,10478.13538,15.1,8
21502139614,1.0098,Mildura,8166.884001,13.8,7
21502139615,6.433,Mildura,15551.36593,19.4,9
21502139801,1.7281,Mildura,113542.5862,106.4,10
21502139802,4.2145,Mildura,98730.128,75.2,10
21502139803,1043.0395,Mildura,41281.84501,38.8,10
21502139804,5913.9581,Mildura,86897.27202,73.5,10
21502139805,3193.4247,Mildura,160422.9759,331.4,10
21502139806,0.8419,Mildura,98410.52084,72.5,10
21502139807,88.7998,Mildura,42334.71283,46.8,10
21502139808,537.81,Mildura,58949.8918,65.2,10
21502139809,1838.8979,Berri,59386.60436,46.7,10
21502139810,0.6652,Mildura,99325.01778,75,10
21502139811,3504.6011,Mildura,102065.2127,77,10
21502139812,3107.4306,Berri,122407.3458,121.6,10
21502139813,2192.2433,Mildura,42865.24041,42.7,10
21502139814,6.775,Berri,119785.5398,102.3,10
21502139815,135.0995,Mildura,17514.93429,22.7,9
21502139901,6.0545,Mildura,12104.02124,23.1,9
21502139902,5.269,Mildura,13322.80292,21.8,9
21502139903,0.2286,Mildura,12884.15763,18.3,9
21502139904,0.1847,Mildura,14283.01381,19.2,9
21502139905,0.2124,Mildura,13731.68446,18.8,9
21502139906,0.1751,Mildura,13792.91065,19.4,9
21502139907,0.3589,Mildura,13319.56082,18.2,9
21502139908,29.6354,Mildura,14479.23478,19.9,9
21502139909,11.0468,Mildura,11494.44137,18.6,9
21502139910,9.6883,Mildura,11297.46993,18.2,9
21502139911,35.0082,Mildura,16592.97851,23.3,9
21502139912,140.0389,Mildura,21166.13732,26.8,9
21502139913,0.7346,Mildura,12953.75005,18.5,9
21502139914,0.3596,Mildura,13840.80367,20.1,9
21502139915,0.8101,Mildura,13325.70084,20.8,9
21502139916,0.3802,Mildura,14121.04839,21.9,9
21502139917,6.5349,Mildura,11366.12481,17.3,8
21502146901,4.7751,Mildura,3194.478326,7.9,4
21502146902,1.4361,Mildura,2281.751419,6.8,3
21502146903,0.1885,Mildura,896.7680456,4.1,1
21502146904,0.1886,Mildura,1064.682171,4.2,1
21502146905,1.3517,Mildura,1629.730378,6.7,3
21502146906,0.1679,Mildura,1793.985889,6.7,3
21502146907,0.171,Mildura,927.9387193,3.9,1
21502146908,0.219,Mildura,1814.706802,7.3,3
21502146909,0.3094,Mildura,485.7131384,2.9,1
21502146910,0.2239,Mildura,1348.60045,4.8,1
21502146911,0.2193,Mildura,1568.393005,4.6,1
21502146912,0.2946,Mildura,329.8628907,2.5,1
21502146913,0.3088,Mildura,369.9268126,2.8,1
21502146914,0.1707,Mildura,1278.939421,4.4,1
21502146915,0.1978,Mildura,1010.145255,3.8,1
21502146916,0.2217,Mildura,1415.048505,5,2
21502146917,0.2649,Mildura,1375.049676,5.3,2
21502146918,3.3246,Mildura,2351.901572,6.5,3
21502146919,0.2982,Mildura,456.4304067,1.7,1
21502146920,0.1113,Mildura,1559.941902,5,2
21502146921,0.9452,Mildura,1094.8213,4.7,1
21502146922,0.2961,Mildura,1112.926417,5.5,2
21502146923,0.4375,Mildura,2925.019089,7.9,4
21502146924,0.1793,Mildura,1549.329025,7.5,3
21502146925,0.227,Mildura,1558.12829,4.9,2
21502146926,0.2963,Mildura,662.0257924,3.6,1
21502146927,0.1984,Mildura,2587.061827,7.3,3
21502146928,0.2747,Mildura,2212.175234,6.7,3
21502146929,0.1279,Mildura,1652.434005,5.4,2
21502146930,0.2758,Mildura,1548.105913,6.1,2
21502146931,0.3405,Mildura,914.8767097,3,1
21502146932,0.311,Mildura,682.609293,3.6,1
21502146933,0.1838,Mildura,2243.452528,7.1,3
21502146934,0.3087,Mildura,1122.271596,5.2,2
21502146935,0.2937,Mildura,1589.322909,4.7,1
21502146936,4.3261,Mildura,3242.593894,14,8
21502146937,0.185,Mildura,1810.956422,6.1,2
21502146938,0.1365,Mildura,1732.66928,5.1,2
21502146939,0.2004,Mildura,1598.359254,5.2,2
21502146940,0.1542,Mildura,2418.031547,6.8,3
21502146941,0.1309,Mildura,2060.236137,7.2,3
21502146942,0.1806,Mildura,1761.8285,5.4,2
21502146943,0.4889,Mildura,2295.38452,6.3,2
21502146944,0.1751,Mildura,1340.098633,5.5,2
21502147001,0.1558,Mildura,3807.15634,8.3,4
21502147002,0.7864,Mildura,3163.347723,7.7,3
21502147003,0.3641,Mildura,2024.887952,5.2,2
21502147004,16.5597,Mildura,5116.973158,9.3,5
21502147005,0.297,Mildura,3974.543148,8.3,4
21502147006,0.1799,Mildura,2955.587499,5.9,2
21502147007,15.7878,Mildura,9395.354117,13.3,7
21502147008,0.2782,Mildura,3000.054704,9.2,5
21502147009,0.235,Mildura,2234.013302,6.9,3
21502147010,0.179,Mildura,2699.977963,5.8,2
21502147011,0.4229,Mildura,4211.340719,9.2,5
21502147012,0.272,Mildura,2880.495666,6.3,2
21502147013,0.5907,Mildura,2376.335591,7.1,3
21502147014,0.6122,Mildura,4064.132829,8.8,4
21502147015,0.1651,Mildura,2537.321742,7.1,3
21502147016,0.2122,Mildura,2671.187354,7.6,3
21502147017,0.1989,Mildura,1896.796654,5.5,2
21502147018,0.1925,Mildura,3094.251497,7,3
21502147019,0.6689,Mildura,3922.043332,8,4
21502147020,0.2934,Mildura,3308.243875,6.4,3
21502147021,0.1963,Mildura,3252.932192,6.1,2
21502147022,1.8332,Mildura,3079.526433,7.7,3
21502147023,0.1468,Mildura,2102.463945,7.4,3
21502147024,0.1905,Mildura,2407.310989,5.2,2
21502147025,0.1039,Mildura,3525.105656,7.8,4
21502147026,0.3197,Mildura,3994.419264,8.8,4
21502147027,0.7179,Mildura,4203.8393,8.9,4
21502147028,0.2561,Mildura,3408.652687,10.5,6
21502147029,0.2001,Mildura,2628.099652,7.4,3
21502147030,0.1162,Mildura,2258.602115,6.8,3
21502147031,0.1852,Mildura,3411.473762,7.1,3
21502147032,8.2805,Mildura,5542.867739,9.2,5
21503140001,0.3699,Stawell,78091.58889,60.5,10
21503140002,0.7946,Stawell,76935.62298,61,10
21503140003,1608.6842,Swan Hill,69120.62666,70.3,10
21503140004,1.7589,Swan Hill,91304.36386,75.2,10
21503140005,0.7436,Swan Hill,86629.14878,67.5,10
21503140006,1.9233,Swan Hill,86509.93305,68.1,10
21503140007,3.0379,Maryborough,93937.87294,83.6,10
21503140008,1.3958,Maryborough,92556.44695,83,10
21503140009,824.4143,Maryborough,87966.58495,75.8,10
21503140010,823.8678,Swan Hill,88232.14299,75,10
21503140011,1547.1205,Swan Hill,97832.35959,82.9,10
21503140012,1.7615,Maryborough,92296.74168,80.8,10
21503140013,2.0941,Stawell,78724.62967,59.1,10
21503140014,1.5966,Swan Hill,66859.78903,51.2,10
21503140015,0.7244,Swan Hill,66493.9461,50.7,10
21503140016,997.755,Stawell,82211.18981,63.7,10
21503140017,1010.3664,Swan Hill,77868.25324,65.2,10
21503140018,1.9786,Swan Hill,92149.07702,77,10
21503140019,1234.7729,Swan Hill,58682.6006,55.2,10
21503140020,2.4962,Stawell,78133.32289,61.2,10
21503140021,1.0283,Stawell,78884.28143,60.8,10
21503140101,1.2287,Swan Hill,56451.67304,44.1,10
21503140102,0.2737,Echuca,60023.51437,50.5,10
21503140103,0.6901,Echuca,58238.56543,50.1,10
21503140104,0.223,Echuca,59777.59527,51.8,10
21503140105,0.8533,Echuca,46822.5489,40.3,10
21503140106,1.713,Swan Hill,60311.84301,60.3,10
21503140107,0.982,Swan Hill,61922.68145,63,10
21503140108,842.7905,Swan Hill,36902.89795,30.2,10
21503140109,698.3901,Swan Hill,58887.46582,49.4,10
21503140110,126.9929,Swan Hill,35532.55487,37.1,10
21503140111,103.7551,Swan Hill,29494.50599,31,10
21503140112,339.9244,Swan Hill,41881.03567,46.4,10
21503140113,231.4295,Swan Hill,50790.84979,55.7,10
21503140114,158.2733,Echuca,59682.2773,57.5,10
21503140115,81.6901,Echuca,51200.86369,45.3,10
21503140116,139.6601,Echuca,59149.2639,56.5,10
21503140117,471.6026,Swan Hill,66108.46579,56.1,10
21503140118,83.5635,Echuca,46280.52056,39.7,10
21503140119,122.3825,Swan Hill,72196.57599,67.4,10
21503140120,0.6314,Echuca,59554.21372,51,10
21503140121,0.3421,Echuca,59585.61923,50.7,10
21503140122,0.9068,Echuca,58944.76862,49.6,10
21503140123,159.919,Swan Hill,63118.61787,63.2,10
21503140201,0.9749,Swan Hill,56091.95163,47,10
21503140202,0.382,Swan Hill,54366.29306,47.1,10
21503140203,0.2555,Swan Hill,55170.85395,48.1,10
21503140204,0.6719,Swan Hill,54669.43607,45,10
21503140205,3.8658,Swan Hill,56635.19034,47.6,10
21503140206,0.4686,Swan Hill,53904.96018,49.8,10
21503140207,0.3779,Swan Hill,53145.50745,50.5,10
21503140208,0.4861,Swan Hill,53938.69377,45.5,10
21503140209,0.7012,Swan Hill,54608.98417,48.8,10
21503140210,99.4736,Swan Hill,55189.09693,53.9,10
21503140211,37.9255,Swan Hill,55030.87064,46.4,10
21503140212,0.6484,Swan Hill,53316.52088,49,10
21503140213,0.3762,Swan Hill,53633.37809,47.3,10
21503140301,0.279,Mildura,71665.89555,60.5,10
21503140302,1.1636,Mildura,72526.15632,61.8,10
21503140303,2.0487,Mildura,70212.75355,59.3,10
21503140304,1.9827,Mildura,71564.93324,60.4,10
21503140305,30.5528,Mildura,71069.72392,72,10
21503140306,11.6119,Mildura,74651.67376,65.8,10
21503140307,59.7735,Mildura,79950.30316,67.8,10
21503140308,65.2666,Mildura,76112.10938,74.3,10
21503140309,0.2352,Mildura,71834.51358,60.3,10
21503140310,1.9931,Mildura,73180.90884,62.8,10
21503140311,0.2108,Mildura,72115.43126,61.8,10
21503140312,6.6251,Mildura,71668.88387,61.5,10
21503140401,0.476,Swan Hill,214.3017452,0.9,1
21503140402,0.5529,Swan Hill,1596.926644,4.9,2
21503140403,0.1129,Swan Hill,983.1122956,3.6,1
21503140404,0.7065,Swan Hill,1202.907997,2.8,1
21503140405,0.8103,Swan Hill,2032.876113,11.8,6
21503140406,0.1524,Swan Hill,1257.716363,5.2,2
21503140407,0.7623,Swan Hill,790.5706516,2.9,1
21503140408,0.2979,Swan Hill,1067.699609,3.8,1
21503140409,0.1665,Swan Hill,1356.174892,4.3,1
21503140411,10.004,Swan Hill,3575.619952,5.7,2
21503140412,95.5365,Swan Hill,6212.025696,13.4,7
21503140413,0.2257,Swan Hill,1088.677091,4.6,1
21503140414,0.1859,Swan Hill,1190.550749,4.3,1
21503140415,0.1757,Swan Hill,1283.951358,4.6,1
21503140416,0.41,Swan Hill,1591.888704,5,2
21503140417,0.1966,Swan Hill,1606.778953,4.8,1
21503140418,0.3666,Swan Hill,2073.156886,7.2,3
21503140419,2.3497,Swan Hill,2480.164471,5.6,2
21503140420,2.6857,Swan Hill,3002.117999,5.1,2
21503140421,0.1542,Swan Hill,1152.888235,3.5,1
21503140422,0.2569,Swan Hill,1483.625297,6.5,3
21503140423,2.9393,Swan Hill,2386.351205,6.6,3
21503140424,0.2062,Swan Hill,669.6196376,2.1,1
21503140425,0.2806,Swan Hill,717.798245,2.7,1
21503140426,0.6034,Swan Hill,1884.761355,6,2
21503140427,0.4691,Swan Hill,450.7541535,2.3,1
21503140428,5.4972,Swan Hill,3537.994428,7.5,3
21503140501,628.4888,Swan Hill,46351.80671,43.7,10
21503140502,37.3964,Swan Hill,30811.05689,25.1,9
21503140503,1228.4062,Swan Hill,32254.21192,23.8,9
21503140504,94.421,Swan Hill,19615.30843,17.8,9
21503140505,181.5088,Swan Hill,18562.38212,20.8,9
21503140506,462.8509,Swan Hill,15597.49363,18.8,9
21503140507,937.6363,Mildura,90401.06155,80.7,10
21503140508,669.3155,Swan Hill,69092.05427,56.7,10
21503140509,1233.8388,Swan Hill,65389.89034,57.8,10
21503140510,79.0321,Swan Hill,13816.32755,23.4,9
21503140511,0.6947,Swan Hill,25025.01874,22.3,9
21503140512,0.6628,Swan Hill,11240.76703,12,7
21503140513,2.134,Swan Hill,69401.87604,59.5,10
21503140514,44.7839,Swan Hill,10024.0873,12.1,7
21503140515,24.1682,Swan Hill,7749.717026,10,5
21503140516,0.6196,Swan Hill,26187.81397,25.4,9
21503140517,0.4516,Swan Hill,25800.47202,23.6,9
21503140518,0.7772,Swan Hill,14872.79562,19.7,9
21503140519,45.3714,Swan Hill,11336.12665,12.4,7
21503140520,32.6285,Swan Hill,15257.77539,14.6,8
21503140521,10.4174,Swan Hill,14307.98541,18.5,9
21503140522,35.5065,Swan Hill,26874.20765,24.9,9
21503140523,8.102,Swan Hill,25626.42458,22.7,9
21601140601,0.2924,Echuca,938.4304385,2.7,1
21601140602,0.3394,Echuca,1260.017324,3.6,1
21601140603,0.1951,Echuca,1607.267676,5.8,2
21601140604,0.5061,Echuca,1915.404816,4.8,1
21601140605,0.2578,Echuca,1620.618289,3.8,1
21601140606,1.9327,Echuca,1738.426904,4.9,2
21601140607,0.2695,Echuca,2050.968523,5.1,2
21601140608,3.2077,Echuca,3714.968531,7.5,3
21601140609,0.6111,Echuca,492.4294086,3.2,1
21601140610,0.2124,Echuca,1480.186076,3.8,1
21601140611,0.2405,Echuca,1440.743668,3.4,1
21601140612,0.2165,Echuca,871.4975393,2.3,1
21601140613,1.6225,Echuca,1237.460358,4,1
21601140614,0.261,Echuca,265.7381298,1.6,1
21601140615,0.4037,Echuca,1334.869043,9,4
21601140616,0.2149,Echuca,1704.147592,7.6,3
21601140617,0.3764,Echuca,1846.772612,6.6,3
21601140618,0.1988,Echuca,2018.799524,7.2,3
21601140619,0.2403,Echuca,2342.7018,7.5,3
21601140620,1.3328,Echuca,2306.54873,7.7,3
21601140621,0.6306,Echuca,1227.27033,4.2,1
21601140622,4.1806,Echuca,2074.470096,14.1,8
21601140623,0.3363,Echuca,2009.33697,4.7,1
21601140624,0.124,Echuca,2192.565587,5.6,2
21601140625,0.153,Echuca,1902.22959,5.8,2
21601140626,0.245,Echuca,2836.05471,6.4,3
21601140627,2.176,Echuca,3147.43427,9.6,5
21601140628,0.3304,Echuca,2453.776599,6.2,2
21601140629,1.2666,Echuca,2724.422737,7.1,3
21601140630,82.4539,Echuca,8896.087549,10,5
21601140631,13.6601,Echuca,5037.494828,8.1,4
21601140632,15.3995,Echuca,4110.762905,10.6,6
21601140633,0.3424,Echuca,2451.404778,6.1,2
21601140634,0.42,Echuca,3011.833374,7.8,4
21601140635,0.2811,Echuca,3364.847285,8.2,4
21601140636,11.8934,Echuca,6432.943539,15.9,8
21601140637,26.4123,Echuca,7910.145011,10.6,6
21601140638,0.1281,Echuca,1420.869288,7.5,3
21601140639,2.3033,Echuca,3729.462626,6.9,3
21601140640,8.1493,Echuca,6387.130542,9.7,5
21601140701,0.2514,Echuca,34435.64871,31.7,10
21601140702,0.7837,Shepparton,32158.83687,34.5,10
21601140703,1.2006,Shepparton,31260.50786,31.4,10
21601140704,0.3653,Echuca,33736.22292,31.5,10
21601140705,0.4311,Echuca,34043.69426,31.3,10
21601140706,0.2389,Shepparton,32286.72401,30.8,10
21601140707,1.5518,Shepparton,31319.83863,28.7,9
21601140708,0.4274,Echuca,33891.85817,30,10
21601140709,0.2636,Echuca,33371.88968,29,10
21601140710,0.1982,Echuca,33077.89754,28.3,9
21601140711,110.0982,Echuca,23266.26101,23.3,9
21601140712,119.4511,Echuca,30901.78679,25.4,9
21601140713,27.1142,Echuca,29098.38805,26.4,9
21601140714,0.6264,Echuca,32871.60696,28,9
21601140715,12.9164,Shepparton,28952.06559,28.6,9
21601140716,34.1243,Shepparton,30642.09791,30.6,10
21601140717,93.7493,Echuca,16959.53822,18.7,9
21601140718,0.3735,Echuca,33583.50745,29.7,10
21601140719,0.2655,Echuca,33859.86933,30.7,10
21601140720,0.8798,Echuca,23233.99842,22.3,9
21601140721,0.5722,Echuca,23454.10976,22.6,9
21601140722,0.4583,Echuca,22768.85388,21.1,9
21601140723,37.8937,Shepparton,24304.97504,23.6,9
21601140724,0.2334,Echuca,34069.82199,31.1,10
21601140725,1.707,Echuca,34544.38208,31,10
21601140726,45.5236,Shepparton,32311.85047,30.8,10
21601140727,4.4298,Echuca,32558.63839,27.5,9
21601140728,128.1657,Echuca,28153.03337,26.1,9
21601140729,114.3171,Echuca,16118.36485,20.1,9
21601140730,0.2505,Shepparton,32010.26523,30.8,10
21601140801,0.7727,Echuca,24696.6734,29.3,10
21601140802,353.2487,Echuca,35884.93812,40.7,10
21601140803,118.9316,Echuca,27578.90309,31.9,10
21601140804,31.8783,Echuca,22527.62151,24.3,9
21601140805,69.5269,Echuca,16593.65034,20.6,9
21601140806,1.2551,Echuca,38986.30331,34.6,10
21601140807,72.6453,Echuca,8771.434381,13.3,7
21601140808,165.3233,Echuca,17980.9158,27.8,9
21601140809,33.8454,Echuca,10508.39887,16.8,8
21601140810,19.309,Echuca,12288.64884,18.4,9
21601140811,140.9651,Echuca,21535.86541,22.1,9
21601140812,130.2788,Echuca,40296.97409,34.8,10
21601140813,508.3782,Echuca,32340.25774,33.4,10
21601140901,0.4932,Echuca,25902.8453,22.9,9
21601140902,96.3778,Echuca,16000.52538,18.1,9
21601140903,1.2227,Echuca,26600.47895,23.9,9
21601140904,0.2967,Echuca,26044.17515,23.2,9
21601140905,0.9692,Echuca,26236.94801,24.8,9
21601140906,0.5886,Echuca,27035.96851,24.3,9
21601140907,95.9291,Echuca,24796.74365,22.5,9
21601140908,0.9622,Echuca,25838.68177,25.1,9
21601140909,1.1683,Echuca,26644.69362,26.1,9
21601140910,153.1119,Echuca,27387.7164,26,9
21601140911,0.525,Echuca,25223.56166,21.6,9
21601141001,128.8986,Echuca,41387.03597,36.3,10
21601141002,120.2805,Shepparton,33186.32247,33.1,10
21601141003,495.132,Bendigo,40834.92826,39.6,10
21601141004,167.8391,Seymour,54246.86059,60.9,10
21601141005,392.5991,Echuca,42744.23644,35.5,10
21601141006,83.3997,Echuca,35551.37381,30.6,10
21601141007,1.6352,Shepparton,40316.5447,37.5,10
21601141008,1.6134,Shepparton,41650.68578,38.9,10
21601141009,1.3015,Shepparton,41084.38886,38,10
21601141010,0.6854,Echuca,36812.4791,33,10
21601141011,0.9426,Echuca,42035.2117,37.3,10
21601141012,0.5884,Echuca,41268.39509,36.7,10
21601141013,78.4022,Shepparton,41297.47716,38.6,10
21601141014,160.5684,Shepparton,43826.69424,46.8,10
21602141101,0.552,Shepparton,57264.10666,55.3,10
21602141102,0.9752,Shepparton,57899.83511,58.9,10
21602141103,1.4382,Shepparton,57535.82797,55.1,10
21602141104,30.5704,Shepparton,57262.79656,53.7,10
21602141105,50.1313,Shepparton,53057.94602,51,10
21602141106,0.2834,Shepparton,56530.56595,55.3,10
21602141107,0.3336,Shepparton,56356.9104,55.5,10
21602141108,0.7358,Shepparton,55648.93274,53.7,10
21602141109,1.2823,Shepparton,55437.99165,52.6,10
21602141110,1.9985,Shepparton,56221.3181,52.2,10
21602141111,0.3032,Shepparton,56585.76094,54.8,10
21602141112,0.2042,Shepparton,57061.96023,54.8,10
21602141113,0.2126,Shepparton,56868.27131,54.5,10
21602141114,0.1886,Shepparton,57250.21117,55.5,10
21602141115,0.4424,Shepparton,56717.86885,57.1,10
21602141116,0.1348,Shepparton,56001.55184,54.7,10
21602141117,41.7464,Shepparton,54701.52192,52.7,10
21602141201,267.4326,Shepparton,33577.48501,36.7,10
21602141202,1.1217,Wangaratta,45384.26432,40.9,10
21602141203,416.2374,Wangaratta,42578.73155,41.1,10
21602141204,175.4896,Wangaratta,31838.87389,27.8,9
21602141205,0.6518,Shepparton,42652.59257,40.5,10
21602141206,270.6701,Wangaratta,33996.79377,31.3,10
21602141207,3.1619,Wangaratta,38507.44668,30.8,10
21602141208,125.9968,Shepparton,43266.6365,40.5,10
21602141209,238.0547,Shepparton,55548.93857,52,10
21602141301,61.0271,Shepparton,35999.18254,31.7,10
21602141302,123.039,Shepparton,37744.03022,35.7,10
21602141303,74.3493,Shepparton,29762.28789,25.2,9
21602141304,125.5087,Shepparton,24140.57605,20.6,9
21602141305,94.8438,Shepparton,28398.90236,23.1,9
21602141306,58.615,Shepparton,44161.86511,41.1,10
21602141307,105.162,Shepparton,44924.71893,44,10
21602141308,35.3633,Shepparton,42264.31231,34.6,10
21602141309,424.4593,Echuca,33398.71994,35.7,10
21602141310,202.1204,Echuca,27696.85183,30.1,10
21602141311,119.4388,Shepparton,39095.7817,32.3,10
21602141312,67.6523,Shepparton,43847.9097,37.3,10
21602141313,287.6108,Deniliquin,49878.67298,74.8,10
21602141314,177.5954,Shepparton,52750.21981,41.2,10
21602141315,29.4851,Shepparton,55628.13663,48.8,10
21602141316,83.3692,Shepparton,60474.57768,51.9,10
21602141317,0.3548,Shepparton,39862.56335,33.6,10
21602141318,0.5241,Shepparton,40858.29791,34.6,10
21602141319,0.4157,Shepparton,31952.82473,28,9
21602141320,0.7652,Shepparton,25855.84829,22.5,9
21602141321,0.5135,Shepparton,32317.59016,28.7,9
21602141322,0.9454,Shepparton,32463.44391,28.9,10
21602141323,0.3515,Shepparton,33445.07537,29.5,10
21602141324,0.3437,Shepparton,34057.66753,30.6,10
21602141325,21.5034,Shepparton,53584.56482,47,10
21602141326,38.0622,Shepparton,49395.60432,46,10
21602141327,72.6639,Shepparton,38481.29344,31.8,10
21602141328,32.2312,Shepparton,28677.80144,29.7,10
21602141329,75.3804,Shepparton,32497.64835,31.2,10
21602141330,0.9708,Shepparton,33731.17622,30.7,10
21602141331,0.4975,Shepparton,33877.80958,30.9,10
21602141332,1.0261,Shepparton,40484.64499,34.3,10
21602141333,0.7474,Shepparton,32610.92396,27.9,9
21602141334,0.3506,Shepparton,33319.63506,28.3,9
21602141335,1.3106,Shepparton,51498.98987,41.8,10
21602141336,0.7584,Shepparton,40262.8948,35.1,10
21602141337,1.0087,Shepparton,32853.54107,28.9,10
21602141338,0.6607,Echuca,22746.13862,24,9
21602141401,0.5237,Wangaratta,47580.70828,41.1,10
21602141402,0.6489,Wangaratta,47944.26436,41.6,10
21602141403,0.555,Wangaratta,46737.44892,40.7,10
21602141404,0.2205,Wangaratta,47262.7554,39.6,10
21602141405,0.2436,Wangaratta,47438.39305,40.7,10
21602141406,0.2369,Wangaratta,46432.69392,41.9,10
21602141407,10.4348,Wangaratta,50418.99605,44,10
21602141408,0.2867,Wangaratta,47053.20727,40.6,10
21602141409,0.4251,Wangaratta,47722.68825,41.4,10
21602141410,69.3987,Wangaratta,44765.90496,42.5,10
21602141411,2.2987,Wangaratta,45245.93929,39.4,10
21602141413,0.324,Wangaratta,47118.35413,40.5,10
21602141415,0.4775,Wangaratta,47470.33211,40.8,10
21602141416,0.1646,Wangaratta,47075.82886,39.3,10
21602141417,0.2372,Wangaratta,46801.5541,42.2,10
21602141418,2.4597,Wangaratta,46561.18153,38.2,10
21602141419,5.1669,Wangaratta,45710.63692,40,10
21602141420,0.1074,Wangaratta,46914.3563,38.8,10
21602141421,0.7891,Wangaratta,47140.35964,40,10
21603141501,0.2556,Shepparton,3812.809058,7.7,3
21603141502,0.4089,Shepparton,4731.513101,9.5,5
21603141503,0.1301,Shepparton,3753.1807,8.4,4
21603141504,0.1501,Shepparton,3937.5436,9.7,5
21603141505,0.7846,Shepparton,4175.083807,8.6,4
21603141506,0.2026,Shepparton,5307.648644,9.1,5
21603141507,0.1891,Shepparton,4864.568644,8.8,4
21603141508,0.1354,Shepparton,5096.117976,10.6,6
21603141509,0.2661,Shepparton,5244.340768,10,5
21603141510,0.1715,Shepparton,4141.358877,7.9,4
21603141511,0.5984,Shepparton,4448.285262,10.2,5
21603141512,0.2519,Shepparton,5037.531524,9.9,5
21603141513,0.3404,Shepparton,4692.828879,8.6,4
21603141514,0.5243,Shepparton,4562.339788,9.7,5
21603141515,0.2577,Shepparton,3404.599604,5.9,2
21603141516,0.2059,Shepparton,4888.546011,10.3,5
21603141518,19.7016,Shepparton,6353.745059,9.2,5
21603141520,0.1772,Shepparton,4439.458092,7.8,4
21603141521,0.5054,Shepparton,5319.336603,10.7,6
21603141522,6.6146,Shepparton,3733.051117,11.7,6
21603141523,0.7683,Shepparton,3148.956745,6.7,3
21603141524,0.3585,Shepparton,7225.155845,11.5,6
21603141525,6.9751,Shepparton,5833.843751,11.1,6
21603141601,2.6385,Shepparton,4107.768313,12.5,7
21603141603,2.9901,Shepparton,2327.936726,6.5,3
21603141604,0.2028,Shepparton,3286.625851,7.2,3
21603141605,0.2537,Shepparton,2636.475369,6,2
21603141606,0.1904,Shepparton,2904.811769,7.4,3
21603141607,0.35,Shepparton,2580.114575,7.8,4
21603141608,0.2996,Shepparton,3195.85401,8.7,4
21603141609,2.2806,Shepparton,3710.03559,9.3,5
21603141610,0.7416,Shepparton,3829.989786,8.9,4
21603141611,0.3473,Shepparton,4304.52538,10.3,5
