SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Total travel time (min),Travel time decile
10105153960,0.1197,Goulburn,1650.438715,6.5,3
10105153961,0.1411,Goulburn,899.042415,4.2,1
10105153962,0.2679,Goulburn,1616.245555,5.7,2
10105153963,0.1531,Goulburn,2327.466007,9.8,5
10105153964,0.2479,Goulburn,2082.432214,6.3,2
10105153965,0.1363,Goulburn,2614.729253,6.6,3
10105153966,3.0402,Goulburn,3793.248961,9.3,5
10105153967,0.6402,Goulburn,2558.605563,10.6,6
10105154001,2.7392,Goulburn,26420.03412,25.8,9
10105154002,313.6914,Goulburn,33729.81685,46.1,10
10105154003,850.7658,Cowra,52976.45521,95.9,10
10105154004,507.701,Goulburn,23554.88085,19,9
10105154005,389.2129,Goulburn,47318.89977,49.8,10
10105154006,582.4073,Goulburn,54859.85722,52.6,10
10105154007,231.4714,Goulburn,16167.08065,17.5,9
10105154008,1.3838,Goulburn,39222.03259,35.5,10
10105154009,703.014,Goulburn,76256.00504,91.9,10
10105154010,0.7417,Goulburn,40766.56636,36.6,10
10105154011,0.4515,Goulburn,39505.33268,34.4,10
10105154012,325.0541,Goulburn,25692.23032,31,10
10105154013,228.4992,Goulburn,32589.65842,29.5,10
10105154014,420.6797,Goulburn,30559.574,31.1,10
10105154015,739.2929,Goulburn,34315.20499,42,10
10105154016,212.75,Goulburn,13232.54187,17.6,9
10105154017,391.3621,Goulburn,26391.11694,23.3,9
10105154018,933.9926,Bowral,57269.42004,104.7,10
10105154019,512.9095,Goulburn,39068.63858,49.8,10
10105154020,8.3445,Goulburn,35143.41024,32,10
10105154021,202.4731,Goulburn,41253.85449,36.5,10
10105154022,168.0495,Bowral,38669.24878,64.5,10
10105154023,218.6887,Goulburn,24545.98929,37.4,10
10105154024,0.3721,Goulburn,40092.93814,34.1,10
10105154025,91.8601,Goulburn,9181.777433,10,5
10105154026,377.9327,Goulburn,61373.81669,63.5,10
10105154027,116.9359,Goulburn,28242.03344,29.6,10
10105154028,136.9791,Goulburn,13908.96673,20.5,9
10105154029,137.3826,Goulburn,13386.44974,16.5,8
10105154030,1.564,Goulburn,40513.35747,35.6,10
10105154031,1.9682,Goulburn,40704.69884,37,10
10105154032,89.4046,Goulburn,15875.65286,24.3,9
10105154033,135.0469,Goulburn,10178.69633,14,8
10106154101,0.7047,Yass,862.6783568,2.8,1
10106154102,0.568,Yass,412.218347,1.4,1
10106154103,1.4559,Yass,1556.545386,3.3,1
10106154104,0.2731,Yass,371.9524549,1.9,1
10106154105,0.7294,Yass,928.0032314,2.2,1
10106154106,1.3462,Yass,2349.608809,6.1,2
10106154107,0.3337,Yass,608.8981891,2.5,1
10106154108,72.4876,Yass,3417.701628,7.8,4
10106154109,0.3828,Yass,1480.173622,2.8,1
10106154110,10.6375,Yass,1995.5681,4.7,1
10106154111,0.5289,Yass,665.7720827,2.8,1
10106154112,0.5027,Yass,1048.48493,2.7,1
10106154113,0.7351,Yass,1727.257244,4.8,1
10106154114,9.0486,Yass,1421.502928,7.2,3
10106154201,1039.6363,Belconnen,30798.14689,64.8,10
10106154202,410.9557,Yass,25145.20173,38.6,10
10106154203,279.2138,Yass,29958.67382,29.4,10
10106154204,458.9416,Yass,43877.14491,36.5,10
10106154205,341.9089,Yass,12793.35664,14.7,8
10106154206,326.3833,Yass,35281.12182,36.8,10
10106154207,585.167,Yass,29348.57194,41.1,10
10106154208,187.7188,Gungahlin,17911.95902,21.1,9
10106154209,90.5834,Gungahlin,10912.60842,16.5,8
10106154210,461.1028,Yass,18360.59988,20.1,9
10106154211,111.6796,Gungahlin,26800.41021,31.4,10
10106154212,2.0507,Yass,12585.06984,14,8
10106154213,0.8938,Gungahlin,21407.52599,26.9,9
10106154214,505.1684,Yass,27730.18071,39.1,10
10106154215,54.3378,Yass,22044.42533,29.8,10
10106154216,64.0899,Belconnen,11031.07466,22.3,9
10106154217,4.3038,Yass,16279.46086,21,9
10106154218,1.0133,Yass,33235.23322,27.2,9
10106154219,2.0991,Yass,31528.73837,26.8,9
10106154220,0.4094,Yass,32767.87777,26.7,9
10106154221,1.2889,Gungahlin,11437.69101,21.1,9
10106154222,3.202,Yass,18308.24333,18.6,9
10106154223,2.8489,Yass,17801.36653,19,9
10106154224,0.5267,Yass,17272.42392,15.9,8
10106154225,45.8523,Yass,15077.23305,16.2,8
10106154226,77.9315,Gungahlin,12752.32129,21.2,9
10106154227,109.1028,Gungahlin,20567.19863,33.7,10
10106154228,263.4367,Yass,9702.798699,9,4
10106154229,0.7389,Yass,28214.14482,33.1,10
10106154230,43.4956,Gungahlin,7286.851401,21.1,9
10106154231,77.9186,Yass,19085.02157,21,9
10106154232,67.4148,Gungahlin,19052.64289,29.5,10
10106154233,1.1421,Yass,15137.6056,19.8,9
10106154234,3.2023,Yass,19380.1952,20.4,9
10106154235,55.1187,Gungahlin,10589.9119,15.8,8
10106154301,0.6272,Young,1253.433013,3.1,1
10106154302,0.3213,Young,637.6117483,2.2,1
10106154303,0.7936,Young,1478.895867,3,1
10106154304,0.4262,Young,757.7543911,2.8,1
10106154305,0.2975,Young,1229.707127,4.7,1
10106154306,0.3694,Young,2189.66963,5.6,2
10106154307,1.0928,Young,189.1500849,1.1,1
10106154308,0.255,Young,1218.698018,3.7,1
10106154309,15.6751,Young,3064.662044,6.1,2
10106154310,0.5487,Young,2117.828075,5.3,2
10106154311,0.1861,Young,1023.315294,3.4,1
10106154312,0.2757,Young,400.7831211,2.8,1
10106154313,0.2786,Young,953.3691757,3.2,1
10106154314,0.2348,Young,1751.907064,6.2,2
10106154315,0.2667,Young,1643.57744,4.7,1
10106154316,0.9873,Young,913.018577,2.9,1
10106154317,168.0965,Young,13586.07276,12.7,7
10106154318,0.303,Young,674.8122353,2.7,1
10106154319,0.4843,Young,1328.937623,4.2,1
10106154320,0.2261,Young,1521.596073,5,2
10106154321,98.1255,Young,11867.1061,12.8,7
10106154322,73.7312,Young,7462.525379,9,4
10106154323,19.3499,Young,4585.208368,9.7,5
10106154324,0.1776,Young,1376.812183,3.5,1
10106154325,77.6438,Young,7958.47838,11.2,6
10106154326,32.8899,Young,6408.695306,14.1,8
10106154327,0.1234,Young,1385.754914,4.2,1
10106154328,3.2084,Young,2915.453326,6.6,3
10106154329,4.0564,Young,4568.382542,8.6,4
10106154330,4.7008,Young,2989.700182,5.1,2
10106154401,622.7863,Cowra,30272.95272,35.4,10
10106154402,98.2084,Young,15338.34273,13,7
10106154403,472.6018,Young,38216.63408,38.2,10
10106154404,459.5235,Young,32591.21268,36.3,10
10106154405,0.9723,Young,42270.04978,37.2,10
10106154406,250.8664,Young,20051.63503,18.8,9
10106154407,6.1183,Young,26614.51496,24.6,9
10106154408,874.3698,Cowra,53342.13307,81.5,10
10106154409,1.2705,Young,28691.45497,29.5,10
10106154410,1.7653,Young,41386.86009,35.4,10
10106154411,886.8244,Young,25794.60133,20.6,9
10106154412,407.5171,Young,29122.21783,25.7,9
10106154413,1.7043,Cowra,25593.03839,21.8,9
10106154414,369.6367,Young,21762.29022,19.2,9
10106154415,2.0156,Young,28667.07919,30,10
10106154416,0.523,Young,27864.94006,29.1,10
10106154417,3.3419,Yass,47218.54702,39.9,10
10106154418,748.7005,Young,41811.48338,37.1,10
10106154419,327.1602,Young,23686.40118,23.2,9
10106154420,313.3851,Young,29539.46047,49.8,10
10106154421,0.5172,Young,27222.50593,28.2,9
10201102801,0.6349,Gosford,8929.057521,21.4,9
10201102802,1.1648,Gosford,8555.694212,22,9
10201102803,0.5739,Gosford,9555.058364,23.5,9
10201102804,0.1519,Gosford,9187.362627,22.8,9
10201102805,0.131,Gosford,9009.542308,24.1,9
10201102806,0.2143,Ettalong,9306.136493,21.8,9
10201102807,0.6868,Gosford,10471.42854,25.7,9
10201102808,0.1842,Ettalong,8936.539416,22.5,9
10201102809,0.2862,Gosford,9848.190854,24.8,9
10201102810,0.2852,Ettalong,8713.411057,20.6,9
10201102811,0.1268,Ettalong,8994.287717,19.4,9
10201102812,0.2988,Ettalong,9626.845232,19.8,9
10201102813,0.2486,Ettalong,9243.877878,20.7,9
10201102814,0.2441,Ettalong,9872.887125,22.8,9
10201102815,0.1984,Ettalong,9637.999408,20.9,9
10201102816,0.5939,Ettalong,10230.98017,22.6,9
10201102817,0.1988,Gosford,8827.253501,21.7,9
10201102818,0.215,Ettalong,9784.614561,24,9
10201102901,1.0901,Ettalong,3544.163537,12.8,7
10201102902,0.3027,Ettalong,7734.977483,16.3,8
10201102903,0.5026,Ettalong,3216.268647,7.9,4
10201102904,0.1776,Ettalong,2880.508758,7.8,4
10201102905,0.3457,Ettalong,2566.860412,6,2
10201102906,0.4045,Ettalong,1134.634201,17.3,8
10201102907,0.157,Woy Woy,1801.536793,10.7,6
10201102908,0.1709,Ettalong,2243.553435,5.9,2
10201102909,0.2131,Ettalong,1904.802079,4.4,1
10201102910,2.6419,Ettalong,3379.879381,7.2,3
10201102911,1.6566,Ettalong,2579.827062,13,7
10201102912,1.0558,Ettalong,3723.680128,11.9,6
10201102913,4.0802,Ettalong,7037.626287,17.1,8
10201102914,3.4811,Ettalong,5851.203344,9.8,5
10201102915,0.1601,Ettalong,4608.924585,11.4,6
10201102916,0.1713,Ettalong,4266.583281,11.4,6
10201102917,0.3205,Ettalong,8141.570764,17.2,8
10201102918,0.2762,Ettalong,8294.405432,18.2,9
10201102919,0.3238,Ettalong,2325.757143,5.3,2
10201102920,7.0519,Ettalong,6051.251913,14.9,8
10201102921,1.8376,Ettalong,2609.800866,17.3,8
10201102922,1.3803,Ettalong,4627.078512,9.6,5
10201102923,0.1824,Ettalong,4765.56928,8.5,4
10201102924,0.373,Ettalong,5288.949315,10.2,5
10201102925,0.3061,Ettalong,3120.626783,8.9,4
10201102926,1.0156,Ettalong,1846.720056,5.4,2
10201102927,1.1348,Ettalong,2006.15224,14.7,8
10201102928,1.2726,Ettalong,5265.927835,11.9,6
10201103002,37.6333,Gosford,9349.12664,19.9,9
10201103003,82.1858,Woy Woy,7575.311176,26.9,9
10201103004,28.2366,Gosford,13688.41075,23.5,9
10201103005,11.6196,Gosford,17523.01171,26.4,9
10201103006,49.4737,Gosford,18066.15749,35.7,10
10201103007,45.0056,Wyong,17818.79681,24.5,9
10201103008,155.7162,Gosford,30697.66042,41.8,10
10201103009,78.0344,Gosford,23214.6967,36.8,10
10201103010,63.5852,Woy Woy,13616.8546,32.6,10
10201103011,172.379,Woy Woy,24310.69959,82.8,10
10201103012,1.8146,Woy Woy,12513.64921,32.9,10
10201103013,3.3497,Gosford,5282.185942,12.8,7
10201103014,38.9175,Gosford,7651.51456,18.7,9
10201103101,0.1331,Gosford,6032.166284,13.6,7
10201103102,0.3411,Gosford,5446.1865,12.3,7
10201103103,0.1441,Gosford,4696.732881,12,7
10201103104,0.2173,Gosford,4369.065625,10.6,6
10201103105,0.1785,Gosford,4471.910571,12.4,7
10201103106,0.1438,Gosford,4180.507028,20,9
10201103107,4.4005,Gosford,5073.484265,13,7
10201103108,0.3162,Gosford,4664.550071,12.5,7
10201103109,0.0786,Gosford,4398.202432,12.9,7
10201103110,0.1632,Gosford,4115.740847,11.5,6
10201103111,0.1595,Gosford,4664.387512,12,7
10201103112,2.8713,The Entrance,8089.474675,26.8,9
10201103113,3.8572,Gosford,7982.208012,18.5,9
10201103114,5.5665,Gosford,7243.540264,20.1,9
10201103115,4.1076,Gosford,4679.259338,14.1,8
10201103116,1.2604,Gosford,4655.803789,12.7,7
10201103117,0.1555,Gosford,3424.493255,11,6
10201103118,2.1194,Gosford,6450.62984,15.2,8
10201103119,1.5248,Gosford,6029.856933,12.8,7
10201103120,0.1508,Gosford,3931.818727,12.7,7
10201103121,0.1116,Gosford,3642.414147,11.6,6
10201103122,0.1471,Gosford,3542.49756,11.9,6
10201103123,0.1523,Gosford,3934.221262,11.8,6
10201103124,0.2961,Gosford,3268.764149,10.8,6
10201103125,0.0989,Gosford,3574.662659,11.5,6
10201103126,0.1544,Gosford,3812.305005,11.1,6
10201103127,0.8815,Gosford,5537.565002,13.6,7
10201103128,0.5607,Gosford,5462.234094,13.6,7
10201103129,0.1693,Gosford,5873.643673,13.2,7
10201103130,0.105,Gosford,5670.415417,13.5,7
10201103131,0.7751,Gosford,4960.340136,13.3,7
10201103132,0.5846,Gosford,3953.451778,10.5,6
10201103133,0.134,Gosford,4159.853012,11.9,6
10201103134,0.3154,Gosford,3624.216795,10.7,6
10201103135,0.1515,Gosford,3560.857271,10.3,5
10201103136,0.1895,Gosford,3904.834994,10.7,6
10201103137,0.4796,Gosford,3156.249335,7.8,4
10201103138,0.5974,Gosford,5165.049531,11.7,6
10201103201,0.2235,Gosford,1702.377018,7.6,3
10201103202,1.0728,Gosford,2494.131733,9.5,5
10201103203,0.6387,Gosford,4050.232816,11.3,6
10201103204,0.1789,Gosford,787.2755818,2.1,1
10201103205,0.0676,Gosford,706.7935207,2.2,1
10201103206,2.7638,Gosford,2220.821917,8.5,4
10201103207,0.0915,Gosford,862.2599806,4.5,1
10201103208,0.1561,Gosford,1165.865254,4.6,1
10201103210,0.899,Gosford,1606.959436,5.2,2
10201103211,0.2067,Gosford,2083.372999,8.8,4
10201103212,0.2142,Gosford,2231.70094,7.8,4
10201103213,1.2231,Gosford,864.750825,12.4,7
10201103214,0.488,Gosford,1718.201267,5.7,2
10201103215,0.1318,Gosford,864.8794333,4.4,1
10201103216,0.1427,Gosford,1215.162729,4.6,1
10201103217,0.2597,Gosford,1627.268965,6.1,2
10201103218,0.1521,Gosford,1104.359531,5.4,2
10201103219,0.0675,Gosford,879.2099839,4.9,2
10201103220,0.0708,Gosford,706.9435047,4.8,1
10201103221,0.0568,Gosford,960.1382955,4,1
10201103223,1.3815,Gosford,977.0734312,3.4,1
10201103224,0.5729,Gosford,429.2467966,2.8,1
10201103225,0.7755,Gosford,2973.069492,12.4,7
10201103226,0.0587,Gosford,940.3379926,3.8,1
10201103227,0.1709,Gosford,1120.526513,3.9,1
10201103228,0.3977,Gosford,1791.885932,6.5,3
10201103229,0.1245,Gosford,1373.647717,6.1,2
10201103230,0.1279,Gosford,1469.935595,5.2,2
10201103231,0.5364,Gosford,1881.496932,6.9,3
10201103232,0.1698,Gosford,2100.906498,7.6,3
10201103233,0.12,Gosford,1413.970854,7.1,3
10201103234,0.3012,Gosford,1144.15294,5.7,2
10201103235,0.1114,Gosford,1232.292922,4.2,1
10201103236,0.2288,Gosford,556.671763,5.4,2
10201103237,0.1297,Gosford,441.6619917,4.3,1
10201103238,0.2029,Gosford,2455.969062,7.7,3
10201103239,0.2181,Gosford,2223.064072,6.9,3
10201103240,0.1264,Gosford,1885.042478,6.4,2
10201103241,0.0861,Gosford,1417.847214,5.2,2
10201103242,0.1328,Gosford,1187.679567,5,2
10201103243,0.2251,Gosford,1766.859051,6.1,2
10201103244,0.5911,Gosford,2586.182992,7.5,3
10201103245,0.1041,Gosford,292.8774364,1.5,1
10201103246,0.1256,Gosford,3401.942157,9.6,5
10201103247,0.6915,Gosford,3216.56529,12.1,7
10201103248,0.0965,Gosford,432.735351,1.8,1
10201103301,0.0597,Gosford,5239.820569,12.7,7
10201103302,0.1661,Gosford,5525.352218,14.2,8
10201103303,0.1067,Gosford,5147.615121,13,7
10201103304,0.0991,Gosford,5363.194938,12.6,7
10201103305,0.1263,Gosford,5286.330488,11.8,6
10201103306,0.1176,Gosford,5656.183861,13.6,7
10201103307,0.0807,Gosford,5627.558527,12.8,7
10201103308,0.1301,Gosford,4996.039836,12.2,7
10201103309,1.2291,Gosford,4371.740737,13.6,7
10201103310,0.1421,Gosford,4333.041576,13.1,7
10201103311,0.13,Woy Woy,6152.778819,17.2,8
10201103312,0.0967,Woy Woy,5770.938346,17.6,9
10201103313,0.0911,Woy Woy,5529.710894,18.2,9
10201103314,0.1334,Woy Woy,5801.008835,17.4,9
10201103315,0.8579,Gosford,4426.808599,12.3,7
10201103316,0.821,Gosford,3635.491036,7.6,3
10201103317,0.2945,Gosford,4773.062489,10.5,6
10201103318,0.2233,Gosford,5218.599849,13.3,7
10201103319,0.1377,Gosford,5067.095424,11.8,6
10201103320,3.2632,Woy Woy,5294.597276,14.5,8
10201103401,0.146,Gosford,7104.152252,18.5,9
10201103402,0.2535,Gosford,6784.667362,19,9
10201103403,0.2635,Gosford,6574.39312,17.8,9
10201103404,0.1416,Gosford,6253.063919,18.1,9
10201103405,0.1882,Gosford,6691.189852,18.9,9
10201103406,0.0834,Gosford,7514.267296,20.1,9
10201103407,3.6067,Gosford,6885.074971,22.4,9
10201103408,5.1375,Woy Woy,7805.036815,20.1,9
10201103409,0.1318,Ettalong,7009.570197,12.6,7
10201103410,0.1171,Gosford,7504.171393,19.2,9
10201103411,0.1661,Gosford,7938.672225,20.4,9
10201103412,0.2002,Gosford,7215.57008,18.8,9
10201103413,0.3124,Woy Woy,5055.717396,22.9,9
10201103414,0.1752,Woy Woy,5531.3529,23.2,9
10201103415,0.2262,Gosford,5771.186259,15.7,8
10201103416,0.2951,Gosford,5856.874877,17.7,9
10201103417,0.3138,Gosford,6389.963097,16.3,8
10201103418,0.2025,Gosford,7763.676815,20.3,9
10201103419,0.1279,Gosford,7142.672046,18.3,9
10201103501,0.6549,Gosford,3173.820251,8.3,4
10201103502,0.2326,Gosford,3964.404318,8.6,4
10201103503,0.1712,Gosford,4306.246617,9.6,5
10201103504,0.1829,Gosford,4067.563157,8.6,4
10201103505,0.4544,Gosford,2850.045856,7.7,3
10201103506,0.1735,Gosford,2344.245224,10.3,5
10201103507,0.1493,Gosford,2218.232544,6.7,3
10201103508,1.1481,Gosford,2566.458265,11.1,6
10201103509,0.2208,Gosford,1771.245653,7.9,4
10201103510,0.1993,Gosford,1865.59237,7.1,3
10201103511,0.3417,Gosford,2029.158778,5.2,2
10201103512,0.1525,Gosford,3583.351822,7.3,3
10201103513,0.1596,Gosford,3817.17498,7.9,4
10201103514,0.1755,Gosford,3490.439738,8.5,4
10201103515,0.5139,Gosford,2696.859848,5.5,2
10201103516,0.0732,Gosford,3519.711447,9.2,5
10201103517,2.6987,Gosford,4099.527925,11.3,6
10201103601,0.0782,Gosford,6130.961062,15,8
10201103602,0.0817,Gosford,5714.789429,14.5,8
10201103603,0.1776,Gosford,4578.80671,9.8,5
10201103604,0.8701,Gosford,5484.577002,13.6,7
10201103605,0.3559,Gosford,5375.119608,11.9,6
10201103606,0.2613,Gosford,4727.456279,9,4
10201103607,2.1571,Gosford,4960.494295,16.5,8
10201103608,0.4164,Gosford,5320.707424,11.9,6
10201103609,1.6644,Gosford,4562.90113,13.3,7
10201103610,0.3667,Gosford,4081.805405,8.7,4
10201103611,0.16,Gosford,3994.046191,8.6,4
10201103612,0.1355,Gosford,5070.942861,10.6,6
10201103613,3.4462,Gosford,5652.340424,19.7,9
10201103614,0.7228,Gosford,6078.327876,14.5,8
10201103615,0.4303,Gosford,6027.633076,13.4,7
10201103616,0.0922,Gosford,5947.150205,14.5,8
10201103617,4.0957,Gosford,6291.103921,16.6,8
10201103618,0.0764,Gosford,5426.692257,11.9,6
10201103619,0.2403,Gosford,4563.059203,9.5,5
10201103620,0.3598,Gosford,4737.757548,10.8,6
10201103621,0.3191,Gosford,4437.263226,11.3,6
10201103622,0.2239,Gosford,4947.747701,11.9,6
10201103701,0.9522,Gosford,3408.065968,10.1,5
10201103702,0.3062,Gosford,3441.584125,12.7,7
10201103703,0.7233,Gosford,2938.769553,12.5,7
10201103704,0.1626,Gosford,2511.825013,10.7,6
10201103705,0.2482,Gosford,2090.474703,11,6
10201103706,0.1195,Gosford,2433.387625,10.7,6
10201103707,0.6157,Gosford,3360.778158,9.6,5
10201103708,0.5977,Woy Woy,1578.544369,8.2,4
10201103709,0.7246,Woy Woy,2767.042663,6.3,2
10201103710,0.1494,Woy Woy,4050.051761,12.2,7
10201103711,0.2364,Gosford,2513.784401,9.5,5
10201103712,0.5042,Woy Woy,3714.218577,12.7,7
10201103713,0.278,Gosford,2893.132645,12.2,7
10201103714,1.1694,Gosford,3933.4307,16.8,8
10201103801,0.3592,Woy Woy,1940.443327,30.1,10
10201103802,0.5292,Woy Woy,2192.138456,28.9,10
10201103803,0.2603,Ettalong,3964.671373,24.1,9
10201103804,0.1796,Woy Woy,3464.724292,28.8,9
10201103805,0.3519,Woy Woy,2863.342292,29.3,10
10201103806,0.1218,Woy Woy,3159.896113,28.9,10
10201103807,0.197,Woy Woy,2818.16981,29.9,10
10201103808,0.2095,Woy Woy,3592.547948,29.2,10
10201103809,0.7851,Woy Woy,4361.464669,29.3,10
10201103810,0.4939,Woy Woy,3895.606776,29.3,10
10201103811,0.1734,Woy Woy,3475.885512,26.6,9
10201103812,0.1267,Woy Woy,3450.319837,25.8,9
10201103813,0.1802,Woy Woy,3176.64382,27,9
10201103814,0.212,Woy Woy,2749.56061,27.6,9
10201103815,0.1444,Woy Woy,2395.208156,31.4,10
10201103816,0.1538,Woy Woy,2877.418343,28,9
10201103817,0.2903,Ettalong,4037.030582,26.6,9
10201103901,0.3447,Gosford,9300.460999,21.3,9
10201103902,0.335,Gosford,8365.886733,16.5,8
10201103903,0.2507,Gosford,8960.677867,17.9,9
10201103904,0.1945,Gosford,7525.528249,16.5,8
10201103905,0.3597,Gosford,7921.659538,15.9,8
10201103906,0.2476,Gosford,8291.284909,18.1,9
10201103908,0.4104,Gosford,8803.376457,20.6,9
10201103909,0.2088,Gosford,8792.664945,17.8,9
10201103911,0.2316,Gosford,8870.948032,19.9,9
10201103912,0.4049,Gosford,8517.514753,18.9,9
10201103913,0.1907,Gosford,8357.858906,17.4,9
10201103914,0.1105,Gosford,7970.299458,18.4,9
10201103915,0.1669,Gosford,9201.400166,21.4,9
10201103916,0.1653,Gosford,7764.519822,17.1,8
10201103917,0.1093,Gosford,7772.996836,18.2,9
10201103918,0.2197,Gosford,6219.512904,15.1,8
10201103919,0.1567,Gosford,6546.088908,15.5,8
10201103920,0.5238,Gosford,9981.708584,21.1,9
10201103921,0.2411,Gosford,9656.978861,20.2,9
10201103922,0.2057,Gosford,7124.601309,16.7,8
10201103923,1.5057,Gosford,7054.094068,16.9,8
10201103924,0.0536,Gosford,7559.746819,15.7,8
10201103925,0.1384,Gosford,6404.521776,15.2,8
10201103926,0.5075,Gosford,9602.052852,22,9
10201103927,0.2344,Gosford,8829.596101,19.9,9
10201103928,0.1831,Gosford,9091.028016,19.6,9
10201103929,0.187,Gosford,8485.545895,19,9
10201103930,2.0513,Gosford,7838.669732,18.7,9
10201103931,0.1687,Gosford,9423.150144,20.1,9
10201104001,0.0977,Ettalong,1633.171604,4.8,1
10201104002,0.0781,Ettalong,458.9825908,1.8,1
10201104003,0.198,Ettalong,4007.729243,9.8,5
10201104004,0.16,Ettalong,3908.915253,9.7,5
10201104005,0.1317,Ettalong,3872.031642,9.9,5
10201104006,0.215,Ettalong,809.8304919,1.9,1
10201104007,0.1023,Ettalong,702.4563884,2.5,1
10201104008,14.3876,Woy Woy,6395.697107,15.3,8
10201104009,0.1977,Ettalong,201.2309707,0.8,1
10201104010,0.1554,Ettalong,277.0730051,1.4,1
10201104011,0.1489,Ettalong,910.6833763,3.1,1
10201104012,0.14,Ettalong,3009.014878,8,4
10201104013,0.173,Ettalong,2026.257844,5.9,2
10201104014,0.0963,Ettalong,2459.767139,7.5,3
10201104015,0.324,Ettalong,7419.538725,18.5,9
10201104016,1.2572,Ettalong,4318.683102,13.1,7
10201104017,0.1924,Ettalong,1226.814897,4.1,1
10201104018,0.1246,Ettalong,1566.403395,4.8,1
10201104019,0.1283,Ettalong,1624.649725,8.2,4
10201104020,0.1273,Ettalong,1716.440989,5.7,2
10201104021,0.1193,Ettalong,1376.10829,4.6,1
10201104022,0.1128,Ettalong,1852.306811,5.7,2
10201104023,0.1048,Ettalong,1538.095479,3.8,1
10201104024,0.2089,Ettalong,1584.121016,3.4,1
10201104025,0.0987,Ettalong,2045.085051,6,2
10201104026,0.2715,Ettalong,2097.105035,6.8,3
10201104027,0.0946,Ettalong,1605.885249,5.7,2
10201104028,0.1356,Ettalong,2939.215326,8,4
10201104029,0.1413,Ettalong,485.0650043,1.4,1
10201104030,0.1571,Ettalong,434.6098852,1.9,1
10201104031,0.1156,Ettalong,563.6991595,2.9,1
10201104032,0.1095,Ettalong,519.9095028,1.5,1
10201104033,0.125,Ettalong,1954.623872,6,2
10201104034,0.1694,Ettalong,2247.230886,7.2,3
10201104035,0.0903,Woy Woy,2596.645003,7.3,3
10201104036,0.1148,Ettalong,2415.718337,7,3
10201104037,0.0948,Ettalong,2100.502715,6.1,2
10201104038,0.0988,Ettalong,2515.823067,7.3,3
10201104039,0.342,Ettalong,2776.565499,8.4,4
