SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Walk time (min),Transit time (min),Wait time (min),Total travel time (min),Number of transfers,Travel time decile
40304107202,0.2595,Noarlunga,14469.64358,21,22,6,49,1,9
40601113628,0.2553,Whyalla,1198.158886,21,0,0,21,0,4
50701115202,0.1799,Success,6573.948341,21,14,0,35,0,8
51002126809,0.324,Newman,1074.167824,21,0,0,21,0,4
70104103807,3.6419,Palmerston,3929.105467,21,9,0,30,0,7
80105112404,0.1888,Braddon,2338.341269,21,8,0,29,0,6
10603112410,1.5685,Nelson Bay,6985.658717,21,118,54,193,2,10
10604112807,2.7064,Muswellbrook,25820.94407,21,33,0,54,0,10
10703114327,0.0919,Shellharbour,2663.369961,21,7,0,28,0,6
10703114337,0.1289,Shellharbour,1679.784927,21,5,0,26,0,5
11401127202,0.4745,Nowra,13827.24595,21,23,10,54,1,10
11402128426,1.4367,Bowral,2430.771169,21,6,0,27,0,6
12003157548,0.1417,Burwood,1155.900855,21,0,0,21,0,4
12703152301,0.9736,Liverpool,1369.39835,21,9,0,30,0,7
20607114450,0.0718,Yarra,1396.242355,21,0,0,21,0,4
20607114455,0.0679,Yarra,1428.966305,21,0,0,21,0,4
20803118902,0.1686,Cheltenham,7714.992474,21,10,0,31,0,7
20904143212,0.2926,Epping,981.3169536,21,0,0,21,0,4
20904143608,0.09,Epping,4155.999168,21,14,0,35,0,8
21102126112,0.9146,Ringwood,2508.522494,21,10,0,31,0,7
21301133035,0.1568,Watergardens,6351.730259,21,15,0,36,0,8
21402137906,0.2792,Hastings,1810.998175,21,1,0,23,0,4
21503140409,0.1665,Swan Hill,1356.174892,21,0,0,21,0,4
30102101318,0.2721,Cleveland,6752.610886,21,14,0,35,0,8
30503112623,0.0108,Fortitude Valley,1772.449073,21,4,0,25,0,5
31003128328,0.926,Ipswich,4523.907556,21,23,0,44,0,9
40107102333,0.1538,Torrensville,4863.984111,21,19,0,41,0,9
51001126312,0.5612,Derby,1256.31127,21,0,0,21,0,4
70101100701,0.2434,Darwin,3491.855527,21,10,0,31,0,7
80105106111,0.1819,Braddon,4750.736885,21,8,0,30,0,6
80107108209,0.1286,Tuggeranong,4026.975644,21,7,0,28,0,6
11303126709,0.2419,Wagga Wagga,5515.285094,21,24,0,45,0,9
11303126955,0.2686,Wagga Wagga,3987.828596,21,30,0,51,0,10
11602131024,0.6035,Rouse Hill,3694.383814,21,15,0,36,0,8
12104141405,0.0432,Chatswood,4459.354763,21,10,0,32,0,7
20607114424,0.06,Yarra,1988.391824,21,5,0,26,0,5
20702115710,0.4636,Box Hill,5012.322874,21,15,0,36,0,8
20803118819,0.9165,Cheltenham,1970.769815,21,12,0,33,0,7
20901119743,0.1578,Greensborough,1038.449437,21,0,0,21,0,4
20903120901,0.2242,Greensborough,4779.985797,21,11,0,32,0,7
21101125405,0.1382,Rowville,3730.762102,21,7,0,28,0,6
21301132803,0.1631,Sunshine,2190.048784,21,4,0,25,0,5
21305146508,0.1832,Werribee,8445.040033,21,23,0,44,0,9
30202103005,0.4129,Chermside,1152.804708,21,0,0,21,0,4
30502111309,0.1251,Fortitude Valley,3471.830537,21,25,0,46,0,9
30503112616,0.7216,Fortitude Valley,1196.457111,21,2,0,23,0,4
31001127425,0.1292,Inala,1241.088992,21,0,0,21,0,4
31202134910,0.2876,Mackay,1202.813745,21,0,0,21,0,4
31301136305,0.1599,Deception Bay,18981.25411,21,78,28,127,1,10
40701114612,0.4891,Mt Barker,20931.8234,21,26,0,47,0,9
50201102709,1.8233,Mandurah,8284.501504,21,15,0,36,0,8
50502108430,0.3073,Warwick Grove,3668.144247,21,14,0,35,0,8
70103103213,4.1034,Palmerston,15485.02929,21,35,0,56,0,10
10106154109,0.3828,Yass,1480.173622,21,0,0,21,0,4
10402108945,0.2146,Coffs Harbour,7346.054438,21,20,0,41,0,9
20603111456,0.0693,Newmarket,3830.250409,21,9,0,30,0,7
20702115627,0.0971,Heidelberg,1809.229701,21,5,0,26,0,5
20802117430,0.1421,Cheltenham,4656.690502,21,8,0,29,0,6
20901119724,0.2268,Greensborough,2597.830994,21,5,0,26,0,5
20901120313,0.1677,Greensborough,2462.799803,21,4,0,25,0,5
20903121320,3.664,Greensborough,7396.295555,21,17,0,38,1,8
20903121507,0.1509,Greensborough,5506.379622,21,20,0,41,0,9
21102126130,0.7619,Ringwood,2991.129909,21,10,0,31,0,7
21104126919,0.1628,Glen Waverley,5194.128811,21,14,0,35,0,8
21104127221,0.1312,Glen Waverley,4850.492236,21,17,0,39,0,8
21305146408,0.3491,Werribee,9908.377153,21,47,2,70,1,10
21503140204,0.6719,Swan Hill,54669.43607,21,48,0,69,0,10
30202103301,0.1554,Mitchelton,2734.670277,21,6,0,27,0,6
30404110416,0.0939,Mitchelton,5055.163241,21,10,0,31,0,7
30804152920,0.2363,Biloela,1354.185387,21,0,0,21,0,4
31403139412,0.15,Strathpine,1055.340044,21,0,0,21,0,4
31701145523,0.152,Toowoomba,4011.295082,21,13,0,34,0,8
40107102456,0.168,Norwood,3661.522074,21,8,0,29,0,6
50302104201,0.1403,Innaloo,3622.149932,21,16,0,37,0,8
50501107701,0.5796,Joondalup,1268.159458,21,0,0,21,0,4
50704118022,0.1941,Success,5574.361166,21,10,4,36,1,8
10604112810,0.8873,Muswellbrook,23018.64547,21,28,0,49,0,9
12503148009,0.0846,Merrylands,2995.85005,21,2,0,24,0,5
20501107635,0.2957,Warragul,8504.957123,21,10,0,31,0,7
20503109003,0.5276,Warragul,35633.21314,21,83,9,113,1,10
21202145313,0.5383,Rowville,6098.828186,21,41,2,64,1,10
21204131305,0.0861,Springvale,3111.542372,21,8,0,29,0,6
30102100806,0.4094,Cleveland,1075.461648,21,0,0,21,0,4
40302105902,0.2753,Noarlunga,5649.697467,21,14,2,37,1,8
51001126506,0.4194,Kununurra,1221.779974,21,0,0,21,0,4
51104128710,0.9725,Geraldton,6485.715089,21,15,0,36,0,8
10106154301,0.6272,Young,1253.433013,21,0,0,21,0,4
10703113704,0.0804,Shellharbour,3922.439864,21,14,0,35,0,8
10703113916,0.1316,Shellharbour,8805.906896,21,15,0,36,0,8
10704115041,0.4869,Corrimal,4233.920968,21,11,0,32,0,7
10802115810,2.4776,Nambucca Heads,5271.4415,21,10,0,31,0,7
12103140723,0.2402,Chatswood,4579.115893,21,7,0,28,0,6
20303105113,0.7294,Rosebud,26346.73289,21,246,17,284,4,10
20802118221,0.1418,Windsor,6375.274039,21,21,0,42,0,9
21003144008,0.147,Broadmeadows,4218.809423,21,19,7,47,1,9
21202145602,0.2096,Fountain Gate,2227.484168,21,2,0,24,0,5
21202145615,0.3245,Fountain Gate,1667.831311,21,3,0,24,0,5
21203145718,0.2268,Fountain Gate,4809.799782,21,9,0,30,0,7
21305136562,0.189,Werribee,7491.12227,21,18,0,39,0,8
30302105339,0.5695,Stones Corner,1769.37824,21,2,0,23,0,4
30306107703,0.1613,Woodridge,3817.097721,21,7,0,28,0,6
30504113228,0.1654,Fortitude Valley,3653.811255,21,14,0,35,0,8
30602115311,0.5551,Cairns Earlville,5379.793767,21,12,0,33,0,7
30906124628,0.2097,Nerang,2790.515495,21,11,0,32,0,7
31801146008,0.1309,Ayr,1140.571285,21,0,0,21,0,4
40103101307,0.1776,Norwood,3148.243585,21,6,0,27,0,6
40203103617,0.1721,Enfield,1896.804445,21,4,0,25,0,5
50603112601,6.6779,Cannington,5781.697731,21,15,4,40,1,9
60402108807,0.5404,Devonport,2585.981246,21,4,0,25,0,5
10704115016,0.2417,Corrimal,3506.249827,21,8,0,29,0,6
10805116919,0.1865,Taree,1895.388429,21,5,0,26,0,5
12104141711,0.0575,Darlinghurst,3919.984946,21,9,0,30,0,7
12302143733,0.1144,Campbelltown,1227.618835,21,3,0,24,0,5
12601149608,0.1919,Hornsby,3688.303015,21,7,0,29,0,6
20101100317,0.225,Ballarat,2893.39617,21,10,0,31,0,7
21101144804,0.1413,Boronia,3802.803473,21,11,0,32,0,7
21701142109,10.3627,Hamilton,3572.897961,21,7,0,28,0,6
30502111730,0.1033,Stones Corner,3985.935786,21,7,0,28,0,6
30901122612,0.1282,Seniors & Carers Robina,4843.745591,21,18,0,39,0,8
30906125004,1.1329,Seniors & Carers Robina,6053.108246,21,21,0,42,0,9
30906125007,0.9842,Seniors & Carers Robina,4710.349397,21,16,0,37,0,8
31001127401,0.4297,Inala,2304.137479,21,8,0,29,0,6
31202135009,0.558,Mackay,6091.176318,21,34,0,55,0,10
31603142624,1.7989,Maroochydore,3584.237242,21,15,0,36,0,8
31904151908,0.2725,Hervey Bay,2641.728104,21,37,0,58,0,10
40302105806,0.1206,Torrensville,4678.030621,21,14,0,36,0,8
40401109616,0.1544,Port Adelaide,2679.132339,21,7,0,28,0,6
50701115420,0.2402,Fremantle,5794.454229,21,16,0,37,0,8
10401108204,0.8828,Yamba,1447.12679,21,0,0,21,0,4
10701113111,0.2263,Dapto,2723.541226,21,6,0,27,0,6
10703113915,0.1824,Shellharbour,9226.322829,21,17,0,39,0,8
11603131918,0.1626,Mt Druitt,1206.894021,21,0,0,21,0,4
11703133114,0.0489,Leichhardt,2732.320973,21,13,0,34,0,8
11902136639,0.1282,Bankstown,2053.649666,21,3,0,24,0,5
12103140913,0.2027,Chatswood,6938.057405,21,13,1,36,1,8
12202142113,0.4837,Northern Beaches,12580.02266,21,44,8,73,1,10
12602149724,0.1429,Ryde,3222.544717,21,9,0,30,0,7
12602150119,0.4614,Ryde,2509.569827,21,7,0,28,0,6
20201102101,0.5743,Bendigo,3252.136642,21,8,0,29,0,6
20803118824,0.0992,Cheltenham,1121.389502,21,0,0,21,0,4
20803119030,0.2325,Cheltenham,2715.729255,21,4,0,25,0,5
20901120221,0.3058,Greensborough,2343.816243,21,3,0,24,0,5
21301133925,0.2048,Watergardens,1918.936032,21,2,0,23,0,4
30304106822,0.2251,Stones Corner,5010.628696,21,17,0,38,0,8
30803121201,10.5248,Rockhampton,33284.37679,21,51,0,72,0,10
31004129715,0.671,Goodna,2626.728364,21,12,0,33,0,7
40107102426,0.1876,Norwood,4242.230822,21,13,0,34,0,8
40304108021,0.2303,Marion,8472.158689,21,28,0,49,0,9
10703113602,0.1145,Shellharbour,5738.626459,21,23,0,45,0,9
12602149902,0.1984,Chatswood,5039.267451,21,25,0,46,0,9
20101100422,0.6764,Ballarat,3829.296467,21,11,0,33,0,7
20401105616,1.125,Sunbury,34714.75899,21,115,8,144,2,10
21304135522,0.1023,Watergardens,2753.760424,21,7,0,28,0,6
21305146703,0.1558,Werribee,1740.17574,21,2,0,23,0,4
21402138311,0.8581,Rosebud,11465.29294,21,24,0,46,0,9
21502139806,0.8419,Mildura,98410.52084,21,83,4,108,1,10
30101100625,1.0135,Cleveland,4040.105421,21,6,0,27,0,6
31106133410,1.2031,Woodridge,4754.751813,21,20,11,53,1,10
31602142411,0.2301,Kawana Waters,5499.468463,21,10,0,31,0,7
31607154510,1.2986,Maroochydore,6845.085218,21,16,0,37,0,8
31607154819,0.4129,Nambour,1018.378585,21,0,0,21,0,4
31607154841,5.6099,Nambour,3601.093948,21,8,0,29,0,6
40102100428,0.8222,Norwood,11341.57056,21,22,12,55,1,10
40202102803,0.2179,Elizabeth,5094.938368,21,16,0,37,0,8
40401109001,0.2457,Torrensville,2838.730288,21,8,0,29,0,6
40402110006,0.0951,Port Adelaide,7607.450211,21,17,0,38,0,8
40703116003,0.2148,Berri,1338.010228,21,0,0,21,0,4
50701115203,0.1571,Success,6294.903036,21,14,0,35,0,8
60402108903,2.5305,Devonport,17330.12619,21,20,0,42,0,9
70201105108,0.2281,Tangentyere,3515.183814,21,7,0,28,0,6
10106154103,1.4559,Yass,1556.545386,21,0,0,21,0,4
10701154704,0.0939,Shellharbour,4825.17375,21,12,0,33,0,7
10901117303,0.221,Albury,2437.378801,21,15,0,36,0,8
10901117317,0.1103,Albury,3699.662913,21,15,0,36,0,8
11702132746,0.0293,Leichhardt,1578.906488,21,4,0,25,0,5
12801160305,0.1466,Caringbah,1270.254787,21,0,0,21,0,4
20103101609,0.275,Maryborough,1034.72346,21,0,0,21,0,4
20504109428,25.7034,Morwell,12499.27632,21,40,28,89,1,10
20504109746,0.2156,Morwell,11676.55107,21,19,0,40,0,9
20804119426,0.0776,Windsor,3921.772605,21,11,0,32,0,7
21304135311,0.2811,Melton,12975.66626,21,22,29,73,2,10
21304146330,0.4635,Watergardens,5693.308834,21,13,0,34,0,8
30801119211,0.1647,Emerald,1297.929288,21,0,0,21,0,4
31003129329,0.2109,Ipswich,4216.832068,21,13,0,34,0,8
31004129922,0.3047,Goodna,2018.170081,21,4,0,25,0,5
31102130725,0.1357,Beenleigh,2596.476962,21,5,0,26,0,5
31105132307,0.2885,Woodridge,6592.727177,21,11,0,32,0,7
31403139422,0.378,Strathpine,1460.376109,21,0,0,21,0,4
31904151805,0.6932,Hervey Bay,3286.962338,21,16,0,37,0,8
40202103215,0.2536,Elizabeth,6535.803838,21,14,0,35,1,8
50503110524,0.1955,Joondalup,10010.85234,21,26,3,51,1,9
60201104803,0.2272,Launceston,4412.050146,21,21,0,42,0,9
12802153629,0.5768,Sutherland,1798.16058,21,2,0,23,0,4
20101100324,0.2395,Ballarat,2102.960328,21,4,0,26,0,5
21502146908,0.219,Mildura,1814.706802,21,8,0,29,0,6
30102101230,0.1316,Cleveland,3514.922849,21,14,0,35,0,8
30303106102,0.266,Upper Mt Gravatt,1203.208446,21,0,0,21,0,4
30805153815,0.8069,Gladstone,5623.731098,21,42,2,65,1,10
31102131010,0.7929,Beenleigh,3730.975446,21,11,0,32,0,7
31401138704,2.9684,Mitchelton,13659.69564,21,26,22,70,1,10
50503109827,0.1446,Mirrabooka,5085.854224,21,15,0,36,0,8
50604113212,0.6215,Cannington,2462.391923,21,5,0,26,0,5
50704117909,0.1522,Success,8359.003767,21,10,3,34,1,7
10501109512,0.2263,Dubbo,94061.4036,21,95,0,116,0,10
10801115401,0.919,Tuncurry,737.4989953,21,0,0,21,0,4
10804116208,0.3904,Port Macquarie,23917.43513,21,48,0,69,0,10
12702152025,0.1084,Cabramatta,3792.267511,21,17,0,38,0,8
20804119437,0.2807,Camberwell,2108.653538,21,7,0,28,0,6
21101125418,2.676,Rowville,1797.14184,21,3,0,24,0,5
21105127417,0.1288,Belgrave,870.9542694,21,0,0,21,0,4
21205132123,0.087,Glen Waverley,2129.01044,21,5,0,26,0,5
21304136022,0.1368,Watergardens,2765.175686,21,7,0,28,0,6
21402138233,1.0405,Mornington,7253.760132,21,17,0,38,0,8
30504113614,0.1168,Fortitude Valley,2115.189098,21,4,0,25,0,5
31401138630,0.2846,Mitchelton,3318.274037,21,10,0,31,0,7
31701145501,0.2199,Toowoomba,4182.247065,21,13,0,34,0,8
31802147109,0.3861,Seniors & Carers Townsville,2854.46029,21,8,0,29,0,6
40601113658,0.1589,Whyalla,1202.615922,21,0,0,21,0,4
50503110410,0.1442,Warwick Grove,3758.040301,21,10,0,31,0,7
50601111321,1.0895,Gosnells,7332.266718,21,30,3,54,1,10
50705119207,0.1715,Rockingham,2412.15009,21,8,0,29,0,6
51104128715,2.1601,Geraldton,6919.233491,21,18,0,39,0,8
11702132620,0.0913,Marrickville,1243.125767,21,0,0,21,0,4
12703152401,0.0953,Liverpool,6668.563228,21,28,1,50,1,9
20802117814,0.0835,Windsor,5744.604635,21,19,0,40,0,9
21105127404,3.4244,Belgrave,2861.277257,21,7,0,28,0,6
21503140513,2.134,Swan Hill,69401.87604,21,78,18,117,1,10
31202134915,0.158,Mackay,2771.210941,21,7,0,28,0,6
31401138320,0.1444,Strathpine,4975.578655,21,18,0,39,0,8
50302104007,0.1791,Innaloo,3862.012852,21,9,0,30,0,7
50501107221,0.1493,Warwick Grove,3223.799685,21,8,0,29,0,6
10402109013,0.9535,Nambucca Heads,16761.46066,21,29,0,50,0,9
11003119509,0.2833,Moree,1203.187041,21,0,0,21,0,4
11003119519,1.1787,Moree,1407.438409,21,0,0,21,0,4
20802117706,0.0457,Windsor,4244.873734,21,13,0,34,0,8
21205132203,0.0993,Glen Waverley,1931.693753,21,5,0,26,0,5
21301133037,0.1153,Watergardens,6513.341034,21,18,0,40,0,8
21305136552,0.1339,Werribee,7875.325051,21,19,0,40,0,9
30103101912,0.6844,Wynnum,4647.141526,21,12,0,33,0,7
30306107906,0.2959,Upper Mt Gravatt,3743.243247,21,18,0,39,0,8
31001127355,0.1572,Inala,1038.260498,21,0,0,21,0,4
31001127408,3.7205,Inala,2686.514279,21,8,0,29,0,6
31302136611,0.1331,Caboolture,2509.527151,21,16,0,37,0,8
31606143915,0.4958,Caloundra,19332.28307,21,36,4,62,1,10
10805116939,0.1367,Taree,1318.39474,21,0,0,21,0,4
11202124839,1.7217,Lismore,1653.219045,21,1,0,22,0,4
11401127603,0.711,Nowra,21276.08287,21,35,0,56,0,10
12302143735,3.4054,Campbelltown,2786.27026,21,12,0,34,0,7
20202102716,0.4037,Bendigo,34387.81635,21,30,0,51,0,10
21101125511,14.5654,Belgrave,5791.457737,21,60,10,91,1,10
21402138059,0.5836,Mornington,2602.873473,21,3,0,25,0,5
21603141752,0.9253,Shepparton,4814.856043,21,37,0,58,1,10
21701142117,14.8097,Hamilton,3354.452682,21,13,0,34,0,7
30403109421,0.1879,Toowong,4106.801687,21,12,0,33,0,7
30801119213,0.2248,Emerald,1236.497111,21,0,0,21,0,4
30906124620,0.2211,Southport,6019.122439,21,31,10,62,1,10
31001127309,0.3492,Inala,2267.750278,21,2,0,23,0,4
31103131728,0.5624,Woodridge,3293.942474,21,17,0,38,0,8
40304108902,0.2099,Noarlunga,6626.608765,21,21,0,42,0,9
50201102722,0.216,Mandurah,3255.674268,21,17,6,44,1,9
50503125707,0.2627,Joondalup,33207.30862,21,45,4,71,1,10
10105153930,0.7795,Goulburn,2480.201171,21,12,0,33,0,7
10201102927,1.1348,Ettalong,2006.15224,21,26,0,47,0,9
10304107726,0.3042,Orange,1173.507443,21,0,0,21,0,4
10801115211,0.2361,Tuncurry,4754.308697,21,20,0,41,0,9
11101121005,0.2174,Charlestown,4372.770387,21,13,0,34,0,8
11902157406,0.0778,Bankstown,3079.386694,21,5,0,26,0,5
20202103114,1.3383,Sunbury,31023.34916,21,25,0,46,0,9
20701115354,0.113,Camberwell,3043.855599,21,9,0,30,0,7
21203130602,0.1628,Fountain Gate,5198.847176,21,12,0,33,0,7
21304146102,0.1031,Watergardens,6262.262965,21,22,0,43,0,9
21305136106,0.1557,Werribee,5970.186349,21,15,0,36,0,8
21305136827,0.2167,Werribee,7919.575935,21,28,0,49,0,9
30403109719,0.1366,Toowong,2260.342852,21,4,0,25,0,5
50101100244,0.4455,Busselton,2711.638917,21,9,0,30,0,7
50302104158,0.0574,Victoria Park,4295.667573,21,13,0,34,0,8
50403106626,0.1176,Midland,3624.56676,21,12,0,33,0,7
10402108432,0.1671,Coffs Harbour,1836.682232,21,19,0,40,0,9
10703113613,0.1553,Shellharbour,6203.865728,21,25,0,46,0,9
10802115803,0.562,Nambucca Heads,1317.990075,21,0,0,21,0,4
12102140332,1.434,Hornsby,5697.796786,21,13,0,34,0,8
12502147615,0.2835,Ryde,5796.469107,21,35,1,57,1,10
20102101010,1.4602,Ballarat,19141.28021,21,32,0,53,0,10
20902120712,0.1829,Darebin,4208.78,21,6,0,27,0,6
20904121616,1.9792,Greensborough,2792.830042,21,10,0,31,0,7
21003143808,0.1152,Broadmeadows,2313.462474,21,6,0,27,0,6
30305107520,0.5312,Browns Plains,2187.451162,21,9,0,30,0,7
30502111727,0.0801,Fortitude Valley,3671.827205,21,22,0,43,0,9
30907125315,0.4246,Biggera Waters,7343.368927,21,22,0,43,0,9
31902150508,0.1917,Kingaroy,1181.208582,21,0,0,21,0,4
51002126911,0.5027,South Hedland,11433.42243,21,15,0,36,0,8
80101101802,2.0268,Belconnen,2481.142082,21,10,0,31,0,7
10102101209,0.4409,Queanbeyan,2649.719705,21,9,0,30,0,7
10402108401,0.6055,Coffs Harbour,3535.038988,21,19,0,41,0,9
10601111141,2.0191,Kurri Kurri,4489.177145,21,13,0,35,0,8
10703114119,0.1576,Shellharbour,2126.129832,21,15,0,36,0,8
11201123612,0.1322,Ballina,1212.253492,21,0,0,21,0,4
11901135747,0.0712,Campsie,2900.907331,21,4,0,26,0,5
12101140010,0.0746,Chatswood,3239.419083,21,15,0,37,0,8
12602149908,0.0834,Ryde,3813.604701,21,11,0,33,0,7
12602150331,0.2151,Ryde,1078.854874,21,0,0,21,0,4
20402106510,0.5248,Wangaratta,37846.13139,21,40,0,62,0,10
21201129010,0.2232,Pakenham,21973.06389,21,100,19,140,1,10
21304135507,0.1983,Watergardens,4979.548229,21,13,0,35,0,8
30102152715,1.6571,Cleveland,14300.07792,21,44,9,75,1,10
50704117512,0.2251,Victoria Park,7032.583997,21,16,0,38,0,8
50902124331,0.3147,Northam,29892.72483,21,109,23,153,1,10
60103101732,0.166,Glenorchy,995.227792,21,0,0,21,0,4
10104102108,1.1091,Batemans Bay,16336.78574,21,36,0,58,0,10
11301125729,0.1952,Griffith,4731.818447,21,23,0,45,0,9
12104141303,0.0629,Darlinghurst,4556.201408,21,19,0,41,0,9
12203142408,0.1049,Northern Beaches,1869.501696,21,11,0,32,0,7
20505110409,38.5384,Morwell,47655.55546,21,137,21,180,1,10
20803119328,0.2483,Cheltenham,5338.621892,21,7,0,29,0,6
21104127032,0.1334,Ringwood,2584.724245,21,6,0,28,0,6
21301133002,0.0843,Watergardens,7710.896945,21,24,3,49,1,9
21302134629,1.1843,Newport,2349.711812,21,8,0,30,0,6
30302105203,0.0952,Stones Corner,1146.962303,21,0,0,21,0,4
30501110813,0.1135,South Brisbane,1205.393503,21,0,0,21,0,4
30504113208,0.5283,Mitchelton,3081.280123,21,16,0,38,0,8
30908126143,0.2985,Seniors & Carers Robina,1286.129968,21,0,0,21,0,4
31402139024,0.1142,Deception Bay,4376.906994,21,12,7,41,1,9
50403105630,0.0864,Mirrabooka,4902.347921,21,15,0,37,0,8
50501107501,0.7432,Joondalup,8292.536843,21,25,0,47,0,9
60203106001,0.3029,Launceston,19460.1688,21,65,0,87,0,10
10701113432,1.1978,Dapto,5792.425978,22,25,2,48,1,9
10802115616,0.2909,Kempsey,18438.11793,22,30,0,52,0,10
11201124205,0.4329,Ballina,8511.320588,22,20,0,42,0,9
11501129626,0.1491,Baulkham Hills,4236.777762,22,13,0,35,0,8
11503130053,7.4684,Hawkesbury,8956.962177,22,22,0,44,0,9
11701132310,0.1714,Maroubra,1556.529377,22,0,0,22,0,4
12504149421,0.1479,Baulkham Hills,1191.68187,22,0,0,22,0,4
12801160219,0.1202,Caringbah,1128.158282,22,0,0,22,0,4
20403106917,0.4502,Albury,72267.7904,22,108,111,240,1,10
20901119623,0.1311,Greensborough,3196.915972,22,10,0,32,0,7
21703147605,0.7323,Colac,46199.4656,22,189,27,238,2,10
30103102125,0.1273,Wynnum,4520.175053,22,8,0,30,0,6
30403109512,0.291,Toowong,5302.568368,22,11,0,33,0,7
30901122603,0.1249,Seniors & Carers Robina,4732.852882,22,17,0,39,0,8
30906124914,0.4714,Nerang,6080.767288,22,45,4,71,2,10
31003128304,0.2409,Ipswich,3873.667812,22,19,0,41,0,9
31003128321,0.4053,Ipswich,3654.670116,22,16,0,38,0,8
40503112242,0.1365,Port Pirie,1272.870114,22,0,0,22,0,4
50502108426,0.1359,Warwick Grove,3879.547095,22,9,0,31,0,7
50604113514,0.3233,Gosnells,3169.269736,22,10,0,32,0,7
70201105106,2.2858,Tangentyere,4043.138936,22,27,0,49,0,9
10701154521,2.3972,Dapto,3345.574502,22,23,0,44,0,9
10901117304,0.2393,Albury,2114.010383,22,10,0,32,0,7
11501129610,0.3694,Baulkham Hills,3998.082623,22,10,0,32,0,7
12001138525,0.099,Leichhardt,3139.721084,22,14,0,36,0,8
12104141501,0.082,Darlinghurst,5893.088578,22,30,0,52,0,10
12203142823,0.1021,Northern Beaches,4255.56224,22,17,0,39,0,8
12501158638,0.1362,Auburn,2175.242627,22,3,0,24,0,5
20301103403,2.5931,Corio,16624.59862,22,48,1,70,1,10
20403107321,0.1737,Albury,9725.58406,22,40,7,69,1,10
20605113303,0.0285,Windsor,1035.766359,22,0,0,22,0,4
21003123716,0.1599,Broadmeadows,4550.189894,22,13,0,35,0,8
30103101709,0.1187,Stones Corner,7137.181206,22,13,0,35,0,8
30403109310,0.1005,Inala,6083.05161,22,25,0,47,0,9
31602142020,0.8717,Caloundra,4115.23107,22,13,0,35,0,8
50705119306,0.1315,Rockingham,4873.365862,22,12,0,34,0,7
10402108921,0.1402,Coffs Harbour,8280.159265,22,22,3,47,1,9
11901135416,0.3426,Fairfield,4484.641786,22,27,0,49,0,9
12104141539,0.1691,Darlinghurst,6037.015291,22,30,0,52,0,10
12501158608,0.088,Auburn,2409.852106,22,3,0,24,0,5
12504149414,0.1717,Baulkham Hills,2597.726356,22,6,0,28,0,6
20505110008,7.0832,Sale,6099.060623,22,10,0,32,0,7
20603111423,0.0976,Newmarket,4100.345884,22,6,0,28,0,6
21402138115,1.2915,Frankston,6836.487188,22,20,0,42,0,9
40401109615,0.3431,Port Adelaide,2268.06382,22,3,0,25,0,5
50501107331,0.3496,Warwick Grove,1217.528053,22,0,0,22,0,4
50704118002,0.1097,Success,5943.566405,22,8,5,35,1,8
80105112704,0.2991,Braddon,1307.243715,22,0,0,22,0,4
11101121421,0.1166,Charlestown,3400.375102,22,5,0,27,0,6
11503130040,4.3068,Hawkesbury,7448.579961,22,41,0,63,0,10
11601156024,0.1429,Blacktown,1354.093347,22,0,0,22,0,4
12602159119,0.2155,Ryde,1464.540941,22,3,0,25,0,5
20402106508,1.8087,Wangaratta,33885.5823,22,30,0,52,0,10
20803119304,0.2063,Cheltenham,3950.548547,22,4,0,26,0,5
20903120928,0.0997,Greensborough,5671.225709,22,13,3,38,1,8
20904122045,0.11,Greensborough,5328.208293,22,20,0,42,0,9
21001122908,0.3558,Sunshine,2963.077115,22,19,0,41,0,9
21202129709,0.3508,Fountain Gate,3069.422627,22,6,0,28,0,6
30202103127,0.123,Chermside,3528.541752,22,11,0,33,0,7
30305107312,0.1379,Browns Plains,5242.950446,22,14,0,36,0,8
40402110218,0.7177,Kilkenny,1681.695268,22,4,0,26,0,5
40702117418,0.2194,Mt Gambier,1215.564153,22,0,0,22,0,4
50301103306,0.1874,Innaloo,2955.296335,22,13,0,35,0,8
50704118017,0.181,Success,6677.287405,22,6,5,33,1,7
50705118538,0.1843,Rockingham,9236.515448,22,30,14,65,1,10
60201105108,0.1605,Launceston,2754.640362,22,6,0,28,0,6
80105112401,0.5371,Braddon,2764.377738,22,8,0,30,0,6
80107108002,0.3312,Tuggeranong,2079.29187,22,3,0,25,0,5
11103122509,0.1223,Charlestown,3971.008817,22,14,0,36,0,8
11701132237,0.3067,Maroubra,2968.827974,22,11,0,33,0,7
12403146515,0.3086,Penrith,18136.97942,22,38,0,60,0,10
20606113811,0.2538,Windsor,2666.922289,22,7,0,29,0,6
20802117619,0.0743,Oakleigh,3078.565603,22,4,0,26,0,5
21002123226,0.5,Sunbury,16692.6708,22,17,0,39,0,8
21303135114,2.1524,Sunshine,3589.503554,22,13,0,35,0,8
21305136314,0.5591,Werribee,9805.418078,22,23,0,45,0,9
21701142215,0.3775,Portland,1093.665221,22,0,0,22,0,4
30103101710,0.1965,Fortitude Valley,6808.540785,22,32,0,54,0,10
31003128620,0.2771,Ipswich,1235.121696,22,0,0,22,0,4
31004130012,0.3099,Goodna,1188.498321,22,0,0,22,0,4
31801146003,0.3107,Ayr,1304.256461,22,0,0,22,0,4
50704118007,0.1344,Success,4980.079708,22,11,5,38,1,8
