SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Walk time (min),Transit time (min),Wait time (min),Total travel time (min),Number of transfers,Travel time decile
20901120227,0.187,Greensborough,1454.675067,10,2,0,12,0,1
20903121317,0.1225,Greensborough,2924.653867,10,8,0,18,0,3
20904122347,0.1296,Epping,3051.164433,10,13,0,23,0,4
21004124151,16.9676,Sunbury,2962.09997,10,13,0,23,0,4
21103126741,0.2287,Ringwood,1830.001093,10,5,0,15,0,2
21105128503,0.169,Lilydale,9104.776676,10,16,0,26,0,5
21201129211,0.6313,Pakenham,679.6429117,10,3,0,13,0,1
21302134306,0.858,Newport,4601.449275,10,21,0,31,0,7
21401137324,0.1731,Frankston,2184.894446,10,5,0,15,0,2
21402138304,0.5537,Rosebud,10460.69721,10,24,0,34,0,7
21603141725,0.2166,Shepparton,1421.244242,10,4,0,14,0,2
21704147947,0.1634,Warrnambool,1569.285276,10,3,0,14,0,1
30301105105,0.1263,Stones Corner,6606.756617,10,23,0,33,0,7
30303106323,0.2389,Upper Mt Gravatt,2535.599623,10,9,0,19,0,3
30602115706,0.1714,Cairns Earlville,1089.040803,10,4,0,14,0,2
30909154102,0.1411,Southport,2016.384452,10,10,0,20,0,3
31001127427,0.1511,Inala,650.7186883,10,0,0,10,0,1
31003128723,0.3067,Ipswich,3435.631949,10,16,0,26,0,5
31103131126,0.1388,Browns Plains,4358.403936,10,19,0,29,0,6
31106133304,0.1562,Woodridge,3107.057733,10,20,0,30,0,7
31202134911,0.1419,Mackay,1349.347817,10,6,0,16,0,2
31701145617,0.174,Toowoomba,2313.668488,10,7,0,17,0,2
31802148815,0.3184,Townsville Jobseekers,7034.236271,10,21,0,31,0,7
40302105814,0.2175,Marion,3538.664009,10,16,0,26,0,5
50401104409,0.1387,Morley,4625.907811,10,18,0,28,0,6
50501108324,0.1069,Joondalup,4143.298079,10,14,0,24,0,5
50503110016,0.1764,Joondalup,3363.725545,10,16,0,26,0,5
50601111041,0.4483,Armadale (WA),2058.99756,10,13,0,23,0,4
50603112910,0.0816,Cannington,4351.198571,10,17,0,27,1,6
50603113114,0.1529,Cannington,4185.696663,10,16,0,26,0,5
50604113607,0.1824,Gosnells,1608.658419,10,3,0,13,0,1
50701115209,0.3415,Success,7005.800038,10,17,0,27,0,6
51003127312,0.4999,Karratha,17083.58334,10,40,0,50,0,9
70104103701,0.4341,Palmerston,926.481543,10,4,0,14,0,2
80101100503,0.1434,Belconnen,2903.922071,10,20,0,30,0,7
80108109811,0.7943,Woden,4158.719636,10,14,0,24,1,5
10201104018,0.1246,Ettalong,1566.403395,10,5,0,15,0,2
10201104049,0.1447,Ettalong,2773.36121,10,11,0,21,0,4
10202104814,0.358,Lake Haven,485.8809257,10,3,0,13,0,1
10503110125,0.279,Dubbo,765.2869379,10,0,0,10,0,1
10804116366,0.1688,Port Macquarie,5564.230573,10,24,0,34,0,8
11501129024,0.1722,Baulkham Hills,2044.470831,10,4,0,14,0,2
11601130755,0.2063,Blacktown,2004.550874,10,10,0,20,0,3
11801134027,0.0596,Bondi Junction,2617.197174,10,13,0,23,0,4
11901135736,0.1227,Bankstown,2742.014042,10,11,0,21,0,4
11901136145,0.1582,Bankstown,2733.178808,10,10,0,20,0,3
11902136645,0.1051,Bankstown,3261.407585,10,18,0,28,0,6
12102157901,0.1186,Hornsby,950.9097523,10,2,0,12,0,1
12202142221,0.1238,Northern Beaches,13206.19258,10,41,0,51,0,10
12203142416,0.0723,Northern Beaches,2445.583523,10,16,0,26,0,5
12501158701,0.1015,Auburn,3451.381492,10,13,0,23,0,4
12502147748,0.1491,Auburn,5031.399599,10,29,10,48,1,9
12601149604,0.1396,Hornsby,4545.137653,10,22,0,32,0,7
12701150440,0.0893,Liverpool,3082.120279,10,13,0,23,0,4
12701159504,0.1238,Liverpool,4946.806335,10,17,0,27,0,6
12703152426,0.1316,Liverpool,3789.057232,10,29,0,39,0,8
12801160449,0.156,Caringbah,2361.3764,10,3,0,13,0,1
12802160713,0.2236,Sutherland,4703.858001,10,12,4,27,1,6
20101100828,0.1757,Ballarat,3525.086443,10,12,0,22,0,4
20302103922,0.1588,Geelong,1788.308841,10,3,0,13,0,1
20401105608,0.4131,Seymour,33577.87581,10,33,2,45,1,9
20402106616,0.287,Wangaratta,2368.692483,10,11,0,21,0,4
20504109411,0.3449,Morwell,9212.436651,10,23,0,33,0,7
20601110505,0.0685,Moreland,1117.067986,10,3,0,13,0,1
20605113039,0.0809,South Melbourne,2873.843969,10,13,0,23,0,4
20701115533,0.1155,Box Hill,2717.930535,10,14,0,24,0,5
20703116127,0.1631,Box Hill,3694.033894,10,16,0,26,0,5
20804119428,0.0995,Windsor,3134.443968,10,9,0,19,0,3
20903121518,0.1881,Greensborough,5837.239162,10,21,0,31,0,7
20904121706,0.1603,Epping,5131.685445,10,22,0,32,1,7
21105128652,1.7257,Lilydale,24602.13719,10,39,0,49,0,9
21202129715,0.3185,Fountain Gate,4749.003345,10,12,0,22,0,4
21202145431,0.1503,Dandenong,2968.742354,10,16,0,27,0,6
21204130919,0.0663,Oakleigh,4262.363426,10,26,11,47,1,9
21204131161,0.1001,Dandenong,1839.711394,10,8,0,19,0,3
21204131207,0.1633,Dandenong,3206.425849,10,13,0,23,0,4
21304135635,0.218,Melton,3754.560087,10,15,0,25,0,5
21305136808,0.1532,Werribee,602.5841904,10,0,0,10,0,1
21401137110,0.1909,Frankston,2189.768893,10,9,0,20,0,3
21701142127,0.2531,Hamilton,1518.409748,10,5,0,15,0,2
30204104609,0.1089,Chermside,2734.420625,10,8,0,18,0,3
30403109622,0.0836,Toowong,1408.299345,10,3,0,13,0,1
30601114317,0.3653,Smithfield (Shopfront),4244.572241,10,17,0,27,0,6
30702117906,1.1538,Toowoomba,35111.66431,10,82,0,92,0,10
30907125318,0.4129,Biggera Waters,8750.290743,10,26,0,36,0,8
30909154110,0.2387,Southport,1899.867708,10,6,0,16,0,2
31202135503,0.3809,Mackay,9246.922293,10,37,10,57,1,10
31203136109,0.8394,Whitsunday,19631.19604,10,34,3,47,1,9
31301136302,0.4479,Deception Bay,19136.81553,10,90,47,147,2,10
31302136519,0.3916,Caboolture,2533.232486,10,10,0,20,0,3
31603142510,0.5169,Maroochydore,13171.33572,10,38,0,48,0,9
31605143404,0.2636,Noosa,3041.939208,10,17,0,27,0,6
31802148506,0.1345,Townsville Jobseekers,1618.029848,10,4,0,14,0,2
31901149707,0.8273,Bundaberg,3731.982033,10,10,0,20,0,3
40104101515,0.2893,Norwood,4333.230057,10,15,0,26,0,5
40202103121,0.2895,Elizabeth,1198.98311,10,4,0,15,0,2
40703116535,0.1877,Murray Bridge,698.4804318,10,0,0,10,0,1
50301103009,0.2414,Innaloo,5339.645935,10,49,8,67,1,10
50501107105,0.1751,Joondalup,2956.854358,10,8,0,18,0,3
50502108537,0.1405,Mirrabooka,1705.210881,10,9,0,19,0,3
50503110349,0.2194,Mirrabooka,5968.790142,10,16,0,26,0,5
50702116603,0.1398,Fremantle,5057.928736,10,20,0,30,0,7
50704118228,0.131,Fremantle,7225.115401,10,32,0,42,0,9
50704118406,0.1325,Success,8146.752613,10,26,2,38,1,8
70102102704,0.2811,Casuarina,1126.613581,10,7,0,17,0,2
80101102401,0.2334,Belconnen,2647.778333,10,10,0,20,0,3
80104103615,0.3595,Gungahlin,4612.90822,10,19,0,29,0,6
80107107503,0.2523,Tuggeranong,5053.419081,10,10,0,20,0,3
80108109105,0.2151,Woden,5158.437231,10,26,0,36,0,8
10202105412,0.4313,Lake Haven,6258.253581,10,17,0,27,0,6
10601111246,0.1025,Singleton,2823.385621,10,14,0,24,0,5
10701113117,0.2323,Dapto,883.5747376,10,3,0,13,0,1
10704114434,0.3695,Corrimal,2373.733865,10,6,0,17,0,2
11003119507,0.1478,Moree,547.2541105,10,0,0,10,0,1
11101121319,0.2004,Toronto,4419.185192,10,31,10,51,1,9
11902136405,0.1712,Marrickville,2318.377295,10,11,0,21,0,4
12003139007,0.0749,Burwood,3114.796584,10,13,0,23,0,4
12003139311,0.1679,Campsie,1113.13554,10,2,0,12,0,1
12302143838,1.3087,Campbelltown,5144.599435,10,15,0,25,0,5
12302144247,0.1018,Ingleburn,2425.113031,10,10,0,20,0,3
12302144317,0.1188,Campbelltown,4574.323342,10,8,0,18,0,3
12303144707,0.3104,Camden,20222.78278,10,43,1,54,2,10
12403145806,0.1031,Penrith,4569.321269,10,25,0,35,0,8
12502147611,0.1127,Baulkham Hills,5141.166013,10,16,0,26,0,5
12702151413,0.1699,Cabramatta,5037.398044,10,21,0,31,0,7
12702151612,0.0846,Fairfield,1809.717549,10,6,0,16,0,2
12802153639,0.1371,Sutherland,2133.273914,10,12,0,22,0,4
20302104425,0.2223,Geelong,10533.99804,10,25,0,35,0,8
20603111441,0.1216,Airport West,4070.827984,10,13,0,23,0,4
20801116804,0.1859,Cheltenham,3435.917288,10,12,0,22,0,4
20801117315,0.1571,Cheltenham,3939.061663,10,19,0,29,0,6
20803119026,0.1033,Cheltenham,2272.496074,10,12,0,22,0,4
20902142809,0.182,Darebin,1475.995355,10,5,0,15,0,2
20904121608,0.0944,Epping,4324.239481,10,23,4,37,1,8
21103145015,0.2743,Boronia,6923.58768,10,32,0,43,0,9
21204131154,0.0989,Dandenong,1811.67304,10,10,0,20,0,3
21204145921,0.1108,Dandenong,2641.374316,10,9,0,19,0,3
21204146007,0.1318,Springvale,3458.40861,10,13,0,24,0,5
21205132242,0.131,Glen Waverley,1846.212906,10,6,0,16,0,2
21205132520,0.1885,Springvale,2944.200831,10,7,0,17,0,2
21304135526,0.5615,Watergardens,3069.52108,10,10,0,20,0,3
21402138417,0.4139,Rosebud,2161.770905,10,6,0,16,0,2
21603141609,2.2806,Shepparton,3710.03559,10,19,0,29,0,6
30203103504,0.1664,Chermside,4654.601878,10,23,0,33,0,7
30303106502,0.2425,Upper Mt Gravatt,1385.09994,10,5,0,15,0,2
30503112811,0.341,Fortitude Valley,1204.732002,10,2,0,12,0,1
30504113713,0.0614,Toowong,618.7925301,10,0,0,10,0,1
30703118939,0.4837,Warwick,508.8872373,10,0,0,10,0,1
30909154101,0.1341,Southport,501.9407998,10,0,0,10,0,1
31003128735,0.1571,Ipswich,1837.683955,10,6,0,16,0,2
31202134605,0.1316,Mackay,3553.081931,10,18,0,28,0,6
31602142106,0.2053,Caloundra,2705.534448,10,13,0,23,0,4
31603142729,0.2121,Maroochydore,2883.312517,10,7,0,17,0,2
31802147104,0.2675,Seniors & Carers Townsville,3239.257502,10,12,0,22,0,4
40102100715,0.0703,Mt Barker,1901.557406,10,7,0,18,0,3
40301105742,0.1358,Glenelg,844.3045429,10,2,0,12,0,1
40302105804,0.1345,Glenelg,3922.45325,10,10,0,20,0,3
40302106325,0.1457,Noarlunga,6565.193268,10,53,4,67,1,10
40303107008,0.1716,Marion,4605.708781,10,28,0,39,0,8
40304108804,0.3025,Noarlunga,16021.47181,10,54,0,64,0,10
50102125313,0.2595,Bunbury,3275.181223,10,10,0,20,0,3
50401104407,0.2558,Morley,3446.143597,10,12,0,22,0,4
60103101310,0.1349,Bridgewater,3754.727763,10,16,0,26,0,5
80101100301,0.091,Belconnen,2572.020656,10,6,0,16,0,2
80101101107,0.2446,Belconnen,3424.351304,10,12,0,22,0,4
80109110906,0.0937,Woden,577.0014765,10,0,0,10,0,1
10603112156,0.2915,Nelson Bay,7123.015518,10,20,0,31,0,7
10604112604,0.2828,Muswellbrook,705.6022003,10,0,0,10,0,1
10804116629,0.2959,Port Macquarie,16667.66022,10,44,0,54,0,10
10805116941,0.1312,Taree,612.3106502,10,0,0,10,0,1
11101120858,0.402,Charlestown,371.1039944,10,0,0,10,0,1
11303126907,0.1193,Wagga Wagga,4159.18487,10,26,0,37,0,8
11401127812,0.1947,Nowra,2098.229217,10,6,0,16,0,2
11503130059,5.7293,Springwood,20209.16581,10,134,47,191,3,10
11601130714,0.216,Blacktown,3226.656184,10,11,0,21,0,4
11601130756,0.2853,Blacktown,1524.257362,10,5,0,15,0,2
11702132615,0.0399,Marrickville,654.0473686,10,0,0,10,0,1
11904138111,0.1143,Rockdale,1012.894286,10,6,0,16,0,2
12103140817,0.1683,Chatswood,2680.436639,10,12,0,22,0,4
12203142419,0.1977,Northern Beaches,2428.795201,10,16,0,27,0,6
12203142821,0.2811,Northern Beaches,6591.549222,10,30,0,40,0,9
12301143553,0.1065,Camden,4786.767402,10,22,0,33,0,7
12403146207,0.1999,Penrith,2875.359609,10,12,0,22,0,4
12403146417,0.0661,Penrith,1901.155943,10,8,0,18,0,3
12501158229,0.0619,Auburn,1272.777044,10,5,0,15,0,2
12802153645,0.1935,Sutherland,2839.169992,10,12,9,31,1,7
12802153809,0.0347,Sutherland,644.8985912,10,0,0,10,0,1
20604112502,0.0652,South Melbourne,1874.680743,10,9,0,19,0,3
20701114924,0.159,Camberwell,2374.553342,10,6,0,16,0,2
20801117103,0.1449,Cheltenham,3564.670263,10,12,0,22,0,4
20801117302,0.1632,Cheltenham,3880.453478,10,17,0,27,0,6
20803119110,0.2317,Cheltenham,3601.585442,10,19,0,29,0,6
20901120235,0.1611,Greensborough,2163.414438,10,5,0,15,0,2
20902142802,0.153,Darebin,578.2149067,10,0,0,10,0,1
21103126639,0.1258,Ringwood,2991.866406,10,8,0,18,0,3
21104127122,0.121,Box Hill,4159.513448,10,19,0,29,0,6
21202145309,0.14,Dandenong,5360.249596,10,28,0,38,0,8
21401137112,0.1284,Frankston,2686.580208,10,12,0,22,0,4
21701142120,0.4084,Hamilton,1233.319832,10,2,0,12,0,1
30101100113,0.0938,Capalaba,3019.476024,10,10,0,20,0,3
30302105301,0.0893,Stones Corner,499.7872375,10,0,0,10,0,1
31004130301,0.5903,Goodna,5927.769813,10,23,0,33,0,7
31202134908,0.4525,Mackay,1755.875918,10,4,0,14,0,2
31301136341,0.2146,Deception Bay,18940.18123,10,86,28,124,1,10
31401138514,0.1852,Strathpine,4878.189579,10,21,0,31,0,7
31603142616,0.1597,Maroochydore,5998.783055,10,19,0,29,0,6
40402110125,0.2696,Port Adelaide,1975.906182,10,4,0,15,0,2
50401104739,0.2164,Morley,2039.84588,10,10,0,20,0,3
50403105731,0.5316,Midland,3192.556889,10,15,0,25,0,5
50503110009,0.2078,Joondalup,5761.043397,10,27,0,37,0,8
50704118304,0.2006,Fremantle,5382.627618,10,19,0,29,0,6
10201104220,0.2586,Woy Woy,1279.693526,10,7,0,17,0,2
10202105416,1.756,Lake Haven,4728.176786,10,16,0,26,0,5
10301105861,0.2014,Bathurst,4061.079962,10,16,0,26,0,5
10503110024,0.5218,Dubbo,3462.589284,10,20,0,30,0,7
11504130109,0.9554,Hawkesbury,2907.763644,10,8,0,18,0,3
11601130442,0.1575,Blacktown,4115.403844,10,16,0,26,0,5
11703133322,0.044,Darlinghurst,529.2250172,10,0,0,10,0,1
11703133634,0.0334,Darlinghurst,1104.284255,10,3,0,13,0,1
11703133828,0.0161,Redfern,1336.525128,10,6,0,16,0,2
11802135017,0.1292,Maroubra,4410.416274,10,12,0,22,0,4
11904138235,0.1224,Rockdale,4080.832675,10,21,0,31,0,7
12001138639,0.034,Burwood,3708.454341,10,18,0,28,0,6
12203142639,0.0914,Northern Beaches,2718.663381,10,16,0,26,0,5
12301143537,0.1149,Camden,4622.945801,10,22,0,33,0,7
12701159620,0.0934,Ingleburn,5725.204356,10,24,3,37,1,8
20201102014,0.1508,Bendigo,3504.506189,10,11,0,21,0,4
20302104238,0.1842,Geelong,5628.176486,10,20,0,30,0,7
20703116402,0.207,Box Hill,2321.176188,10,12,0,22,0,4
20803119114,0.1195,Cheltenham,2988.521259,10,15,0,25,0,5
21005124216,2.6286,Broadmeadows,2717.84421,10,10,0,20,0,3
21005124226,0.7034,Broadmeadows,1273.804419,10,6,0,16,0,2
21102126135,0.2777,Ringwood,3828.364105,10,17,0,27,0,6
21205132745,0.1063,Glen Waverley,4107.001092,10,17,0,27,0,6
21305136526,0.1121,Werribee,7913.804254,10,21,5,36,1,8
21401137325,0.1545,Frankston,1871.849512,10,4,0,15,0,2
21402138441,0.3295,Rosebud,541.9945506,10,0,0,10,0,1
30103101617,0.1648,Wynnum,2114.149992,10,16,0,26,0,5
30103102001,0.1573,Wynnum,718.1824309,10,0,0,10,0,1
30301104905,0.1832,Stones Corner,5457.726029,10,29,5,44,1,9
30302105923,0.1166,South Brisbane,3432.533787,10,19,0,29,0,6
30403109415,0.1221,Toowong,2683.855879,10,6,0,16,0,2
30504113212,0.1297,Mitchelton,3782.516222,10,22,2,34,1,7
30803121512,0.2474,Rockhampton,2596.301138,10,7,0,17,0,2
30902123113,2.0923,Tweed Heads,5596.615876,10,20,1,31,1,7
30902123123,0.2009,Palm Beach,2787.404174,10,7,0,17,0,2
31003128710,0.1211,Ipswich,1818.9226,10,6,0,16,0,2
31904152001,0.2569,Hervey Bay,2733.037065,10,6,0,16,0,2
40102100439,0.3389,Mt Barker,10354.31101,10,25,0,36,0,8
40107102341,0.0974,Norwood,4655.038762,10,27,1,39,1,8
40202103018,0.2086,Elizabeth,2807.427388,10,18,0,28,0,6
40204104410,0.1996,Salisbury,2511.581247,10,11,0,21,0,4
40304108515,0.2363,Noarlunga,1574.663305,10,7,0,17,0,2
50501107101,0.2278,Joondalup,3984.864343,10,10,0,20,0,3
70104104207,1.1206,Palmerston,2323.381506,10,8,0,18,0,3
80107107820,0.1906,Tuggeranong,3372.571346,10,7,0,17,0,2
10202104715,0.5161,The Entrance,4329.066891,10,40,0,50,1,9
10503110620,0.3239,Dubbo,46186.55046,10,61,0,71,0,10
10602111405,0.3112,Maitland,4021.877908,10,20,0,30,0,7
11101121213,0.3801,Toronto,10877.22056,10,80,25,115,1,10
11103122609,0.169,Wallsend,3262.37252,10,12,0,22,0,4
11103123310,0.5306,Wallsend,1200.65566,10,6,0,16,0,2
11901135452,0.1109,Fairfield,3036.086799,10,20,0,30,0,7
11904137931,0.1235,Hurstville,3312.299086,10,12,0,22,0,4
12001138634,0.0719,Burwood,2160.162015,10,9,0,19,0,3
12003139417,0.0877,Marrickville,2313.404124,10,14,0,24,0,5
12203143135,0.0852,Northern Beaches,5485.035852,10,21,0,31,0,7
12403146224,0.4389,Penrith,3638.614959,10,13,0,23,0,4
12601149632,0.228,Baulkham Hills,5736.674584,10,38,1,49,1,9
12801153005,0.0325,Caringbah,1947.12788,10,6,0,16,0,2
12802153529,0.1136,Sutherland,4873.856791,10,14,0,24,0,5
12802160804,0.3193,Sutherland,3092.556668,10,13,0,23,0,4
20502108217,0.2785,Bairnsdale,9062.449965,10,8,0,18,0,3
20606113628,0.0972,Windsor,1270.31992,10,4,0,14,0,2
20801117004,0.117,Cheltenham,6717.171819,10,15,6,31,1,7
20902120757,0.1714,Darebin,3843.049926,10,6,0,16,0,2
20902120842,0.2885,Darebin,5106.201746,10,15,6,31,1,7
20903121526,0.1335,Greensborough,4579.659526,10,15,0,25,0,5
20904121605,0.1851,Epping,4106.353384,10,21,4,35,1,8
20904143118,0.1282,Epping,3318.806521,10,12,0,22,0,4
20904143226,0.1031,Epping,2315.975524,10,9,0,19,0,3
21002123208,0.4382,Sunbury,16342.75558,10,21,6,38,1,8
21005124923,0.1162,Broadmeadows,5215.985438,10,18,0,28,0,6
21005124946,0.0926,Broadmeadows,5401.275967,10,29,0,39,0,8
21204145918,0.1221,Springvale,2168.503798,10,12,1,23,1,4
21205132611,0.1705,Oakleigh,2006.813328,10,5,0,15,0,2
21205132715,0.1847,Glen Waverley,2817.657472,10,12,0,22,0,4
21305146602,0.2062,Werribee,8005.750327,10,40,3,53,1,10
21701142205,0.3737,Portland,2152.364318,10,10,0,20,0,3
30102100705,0.204,Cleveland,1463.814118,10,5,0,15,0,2
30204104535,0.1665,Chermside,4814.912872,10,13,0,23,0,4
30302105716,0.1074,Upper Mt Gravatt,3505.756823,10,12,0,22,0,4
30504113517,0.1522,Toowong,3022.832832,10,11,0,21,0,4
30602115603,0.1462,Cairns Jobseekers,4249.053902,10,13,0,23,0,4
30907125213,0.1971,Biggera Waters,7868.697889,10,22,0,32,1,7
31001127434,0.2137,Inala,1848.278146,10,13,0,23,0,4
31602142025,0.1175,Caloundra,5386.553569,10,23,0,33,0,7
40103101131,0.1453,Norwood,2098.642852,10,6,0,17,0,2
40202103022,0.3216,Salisbury,2254.140163,10,12,0,22,0,4
50302104003,0.1358,Innaloo,3964.315078,10,11,0,21,0,4
50601111028,0.263,Armadale (WA),808.8982517,10,4,0,14,0,2
50701115316,0.2061,Success,7096.29889,10,42,1,53,1,10
51103128021,0.0991,Kalgoorlie,3400.044957,10,16,0,26,0,5
60103101506,0.1356,Glenorchy,3849.749951,10,9,0,19,0,3
60105103307,0.2822,Hobart,1395.032461,10,3,0,13,0,1
70201104615,0.13,Alice Springs,2328.185905,10,13,0,23,0,4
80104104422,0.3939,Gungahlin,2951.296319,10,13,0,23,0,4
10304107729,0.1869,Orange,1655.860949,10,7,0,17,0,2
10805117039,0.8411,Taree,16025.98401,10,35,0,45,0,9
11502129730,1.5939,Hornsby,9535.837115,10,68,3,81,1,10
11603131627,0.0837,St Marys,3272.423721,10,11,0,21,0,4
11801134624,0.0511,Bondi Junction,3308.016428,10,16,0,26,0,5
11901136117,0.1499,Bankstown,1224.315266,10,5,0,15,0,2
12104141342,0.0496,Chatswood,4863.122316,10,26,0,36,0,8
12301143574,0.1207,Camden,5807.217852,10,20,0,30,0,7
12302144228,0.1009,Ingleburn,2709.370279,10,11,0,22,0,4
12401145008,0.403,Springwood,8239.88766,10,17,0,27,0,6
12403146209,0.1711,Penrith,3423.961152,10,14,0,24,0,5
12405147003,0.1844,St Marys,4072.946465,10,18,0,28,0,6
12502147811,0.1272,Parramatta,3590.496919,10,15,0,25,0,5
12801160409,0.0979,Caringbah,3080.186243,10,4,0,15,0,2
20302104401,0.167,Geelong,10141.33557,10,28,0,39,0,8
20703116106,0.1328,Box Hill,2836.954007,10,12,0,22,0,4
21002123210,0.3202,Sunbury,17320.38165,10,17,0,27,0,6
21101125108,0.0899,Boronia,2405.107368,10,16,0,26,0,5
21103126645,0.1401,Ringwood,4072.227089,10,16,0,26,0,5
21104127318,0.3229,Glen Waverley,4357.706464,10,16,0,27,0,6
21105127820,0.1824,Lilydale,1770.306614,10,9,0,19,0,3
21205132243,0.1442,Glen Waverley,1916.728728,10,6,0,17,0,2
21303134835,0.0364,Footscray,1437.974471,10,4,0,14,0,2
21303134919,0.1116,Footscray,3804.267632,10,20,0,30,0,7
21305136119,0.1557,Werribee,5723.361328,10,17,6,33,1,7
30101100121,0.3172,Capalaba,2032.168691,10,7,0,17,0,2
30103102018,0.0921,Wynnum,896.9528912,10,1,0,11,0,1
30302105216,0.0965,Stones Corner,1626.892403,10,6,0,16,0,2
30302105606,0.1148,Stones Corner,2283.73255,10,8,0,18,0,3
30303106507,0.3323,Upper Mt Gravatt,1626.546426,10,5,0,15,0,2
30501110916,0.0218,Fortitude Valley,1613.268984,10,5,0,15,0,2
30805153407,0.3262,Gladstone,1564.148461,10,7,0,17,0,2
30805153608,0.3749,Gladstone,3617.785431,10,31,0,41,0,9
30901122517,0.106,Palm Beach,4142.264731,10,6,0,16,0,2
30908126228,0.1154,Seniors & Carers Robina,2039.576118,10,7,0,17,0,2
31802147813,0.2067,Townsville Jobseekers,4369.668564,10,12,0,22,0,4
40106102134,0.1627,Enfield,1240.350611,10,2,0,13,0,1
40304108735,0.2338,Noarlunga,3973.675544,10,14,0,24,0,5
40403110742,0.1855,Glenelg,3573.154809,10,14,0,24,0,5
50302103817,0.1805,Innaloo,2310.162463,10,6,0,16,0,2
80101101001,0.9411,Belconnen,6159.144377,10,30,0,40,0,9
80105112501,1.8983,Braddon,4111.922484,10,24,0,34,0,8
10202104823,0.1109,Lake Haven,1968.056843,10,6,0,16,0,2
10701154619,0.0413,Wollongong,6691.26761,10,21,0,31,0,7
10704154904,0.0831,Wollongong,2338.074173,10,8,0,18,0,3
11101121303,0.2457,Toronto,4352.940038,10,38,10,58,1,10
11103122618,0.1469,Wallsend,2191.136884,10,11,0,21,0,4
11103123509,0.1594,Newcastle,2150.640376,10,10,0,20,0,3
11903136843,0.1116,Hurstville,416.8120602,10,0,0,10,0,1
11904137712,0.0809,Rockdale,2127.885208,10,5,0,15,0,2
12003139013,0.0362,Leichhardt,2567.545572,10,9,0,19,0,3
12203142609,0.0173,Northern Beaches,2423.083855,10,11,0,21,0,4
12203142833,0.2056,Northern Beaches,4586.380107,10,19,0,30,0,6
12302144249,0.0893,Ingleburn,2146.062357,10,9,0,19,0,3
12403146134,0.1403,Penrith,1885.546644,10,8,0,18,0,3
12501158313,0.0408,Auburn,414.379548,10,0,0,10,0,1
12501158403,0.07,Auburn,2940.896075,10,11,0,21,0,4
12504148942,0.0483,Parramatta,1419.660771,10,8,0,18,0,3
12702151503,0.0966,Fairfield,1551.146696,10,6,0,16,0,2
12703152429,0.13,Liverpool,4091.05219,10,29,0,39,0,8
12802153623,0.1586,Sutherland,3594.334055,10,9,5,24,1,5
12802153848,0.1506,Sutherland,1781.473421,10,6,0,16,0,2
20201102408,0.398,Bendigo,6580.037055,10,6,0,16,0,2
20501107905,0.2607,Warragul,1662.935322,10,6,0,16,0,2
20602111222,0.1037,Moreland,1823.877007,10,8,0,18,0,3
20607114454,0.1141,Yarra,1032.755584,10,4,0,14,0,2
20701115313,0.107,Yarra,2758.219817,10,9,0,19,0,3
20703116205,0.1041,Box Hill,2607.043031,10,9,0,20,0,3
20902142826,0.0897,Darebin,1077.040954,10,3,0,13,0,1
21005144219,0.1177,Broadmeadows,12097.76618,10,51,0,61,0,10
21005144333,0.1664,Broadmeadows,8954.221709,10,38,0,48,0,9
21101125414,0.1726,Rowville,3018.733773,10,7,0,17,0,2
21103126327,1.0752,Boronia,4411.096162,10,20,0,30,0,7
21104127218,0.2225,Ringwood,2633.318803,10,13,0,24,0,5
21203130822,0.4526,Cranbourne,12171.46874,10,41,0,51,0,10
21303134707,0.1028,Sunshine,1751.870658,10,3,0,13,0,1
21304135730,0.368,Melton,2025.191721,10,10,0,20,0,3
21305136236,0.0774,Werribee,4982.22542,10,13,5,28,1,6
21305136944,0.3825,Werribee,5376.163608,10,11,0,21,0,4
21305146507,0.2317,Werribee,6869.012107,10,37,8,55,1,10
30101100418,0.1246,Capalaba,1946.202201,10,7,0,17,0,2
30601114108,0.3304,Smithfield (Shopfront),6145.120992,10,16,0,26,0,5
30901122811,0.4289,Seniors & Carers Robina,5330.784154,10,25,0,35,0,8
30905124506,0.2015,Seniors & Carers Robina,4546.034829,10,13,3,26,1,5
30907125830,0.2605,Biggera Waters,12005.67736,10,35,0,45,1,9
31202134808,0.3406,Mackay,622.797527,10,0,0,10,0,1
31305138006,0.1489,Deception Bay,3023.422493,10,10,0,20,0,3
40304108724,1.1376,Noarlunga,4467.805732,10,15,0,25,0,5
50403106625,0.4541,Midland,2783.77421,10,12,0,22,0,4
50604113611,0.1888,Gosnells,2276.97542,10,8,0,18,0,3
50604113745,0.1132,Gosnells,4410.259378,10,26,6,42,1,9
50701114834,0.2144,Success,4846.487122,10,19,20,49,1,9
60201105210,0.263,Launceston,6874.741289,10,23,0,34,0,7
70102102502,0.2133,Casuarina,3357.852665,10,12,0,22,0,4
80101100602,0.1144,Belconnen,5833.851701,10,29,0,39,0,8
80101100608,0.1499,Belconnen,6641.265009,10,32,0,42,0,9
80104104018,0.2915,Gungahlin,686.5163462,10,0,0,10,0,1
11004120236,0.2221,Tamworth,2049.285958,10,8,0,18,0,3
11103122236,0.1031,Charlestown,2802.081372,10,9,0,19,0,3
11601130718,0.1719,Blacktown,2144.188469,10,10,0,20,0,3
11603131347,0.1417,Mt Druitt,3143.871735,10,11,0,21,0,4
